x, y
1.0053176430695356, 1.9541574556273222e-7
1.0230814165341875, 4.146153907941594e-7
1.0501948147590654, 0.0000012145030139035457
1.0793534017907702, 0.000003471405400388167
1.1030971460244898, 0.000007301386911355177
1.1319439711091719, 0.000018416726054917717
1.1616089097595312, 0.00003909619996644652
1.2032334095185608, 0.00009179696342873277
1.240747939546461, 0.00014877001476459257
1.2860148612234523, 0.00023767950636368191
1.3272692031124964, 0.00033459386589496917
1.3658162187099143, 0.0005011375308664088
1.3976627301305018, 0.0008328883499834502
1.4328399015220286, 0.001545079708995279
1.4699844638946757, 0.0028321048010916242
1.5059019510261735, 0.004530208940746296
1.5584535263243557, 0.008003987962885779
1.6240553540089562, 0.013419060861510483
1.7023762702302085, 0.020962288193687423
1.7812817163252872, 0.029804543756419773
1.8691664390958738, 0.040447978399549785
2.0209583664967434, 0.059331621025884136
2.1801521197941955, 0.08300250529113073
2.3301908380030523, 0.10545737442715276
2.5794117026063668, 0.15193520633985585
2.822341405137789, 0.19793747333650497
3.0693999086588852, 0.24419529791317363
3.305220145338005, 0.2944887301549842
3.5419750972139945, 0.34147974572923206
3.7970975641164726, 0.39253228479818597
3.9810869491199052, 0.42898426271949786
