x, y
1.030403599870679, 8.199680191299575e-11
1.0406939475499328, 5.447424865002807e-11
1.050361037673077, 3.2920227937785455e-11
1.0666281613952848, 1.7251112372815398e-11
1.087053042364765, 8.966062107260525e-12
1.105971040855345, 4.675853653959774e-12
1.121874259310671, 2.5145800698416173e-12
1.1478602421061233, 1.3302458140841859e-12
1.181953648518266, 6.911329290051996e-13
1.2036783361662453, 3.8170467413429516e-13
1.2209326227114445, 2.2780713768744454e-13
1.2388629508403066, 1.3167971453250372e-13
1.2569496008969225, 5.859724229080004e-14
1.281012519457766, 3.1120773309365534e-14
1.304815578190655, 1.8163190414050943e-14
1.3489917489429237, 1.0394369353518412e-14
1.403614081763474, 5.794272438953592e-15
1.4787658485311577, 3.401733246294742e-15
1.5941436121429655, 1.977935606918843e-15
1.7257367305268811, 1.1874439000538328e-15
1.8950612929143027, 7.378854173727369e-16
2.063346415989906, 5.159108819091848e-16
2.2190024529346655, 3.7203475037955617e-16
2.4041784648273126, 2.830033159232883e-16
2.664817872265699, 1.874755813605889e-16
3.010795348712095, 1.2822920562106246e-16
3.3349445996103118, 9.029762859510805e-17
3.802536475539425, 5.976426404087988e-17
4.243414558139323, 4.346849483647565e-17
4.7536757223418045, 3.154271702835367e-17
5.170854284109014, 2.4413698475273093e-17
5.674306308757124, 1.8960185477176897e-17
6.233784518343211, 1.4397114137148156e-17
6.720035040473676, 1.1953716747637005e-17
7.268858997113628, 9.678125075603569e-18
7.9929320156951285, 7.536402719293163e-18
