x, y
1.0328981527112973, 9.346969502805543e-11
1.0537909843865862, 5.7237947837095915e-11
1.0650690024275578, 3.3364309734018854e-11
1.079101433137102, 1.9671901849906392e-11
1.0852857925191837, 1.0882034644949512e-11
1.1081534573791816, 6.172156816875212e-12
1.12093886543778, 3.512674829979835e-12
1.1241612288121614, 2.05782675063907e-12
1.1290985655432975, 1.1092317073888252e-12
1.1439105757367052, 5.627715766973008e-13
1.1638675060003767, 2.2473500758718687e-13
1.1857997769874835, 9.947210443294006e-14
1.2105382295932636, 5.414793370164277e-14
1.2542987261285505, 2.795734299204901e-14
1.3303858867691252, 1.3472870997235952e-14
1.4165553042110997, 7.023674298943292e-15
1.526684102313717, 3.945487085279043e-15
1.654431092228415, 2.281837935871183e-15
1.83399423334499, 1.2776895200342931e-15
2.0089839429973106, 8.275655025686171e-16
2.215988180438138, 5.312502243275931e-16
2.503029244888958, 3.1474443174770773e-16
2.8851272374210337, 1.85907876156669e-16
3.2026236706926334, 1.303077135993961e-16
3.627754349226232, 8.604523529137887e-17
4.041347149890905, 6.154120758414206e-17
4.348294390732749, 4.7124396302410124e-17
4.6586705632106495, 3.8187503350647854e-17
5.0282947764621815, 3.025119586214497e-17
5.337787831556017, 2.5753338219388837e-17
5.621970945438065, 2.1826494360933092e-17
6.206811880263494, 1.6728296879099915e-17
6.901001018630224, 1.1921724968836774e-17
7.685725930102782, 8.855813190805326e-18
7.991112996899447, 7.7411007350663e-18
