x, y
1.004507837031761, -0.0028899691531015614
1.0731003979875817, -0.005616969265199679
1.1335987626084898, 0.002424050679729986
1.209542134500355, 0.014054258903407271
1.2852551369600678, 0.026826843686855898
1.3681908839614039, 0.0436313189623925
1.4613206659327445, 0.058478117252355626
1.5574217383324669, 0.0857708794125831
1.7087194267277943, 0.14583384782765796
1.8373493633105413, 0.19335753211155868
1.946436168000848, 0.2367555504216767
2.064948859424308, 0.279617773867937
2.156465054851875, 0.3139960475455349
2.2572533072614833, 0.3466961497995037
2.3932087916829383, 0.387880201822135
2.56661043959978, 0.4347278832404209
2.7395260855549797, 0.47469990992318717
2.9204323741589784, 0.5115721106710012
3.155895447045828, 0.5528959154746047
3.3280932208291736, 0.5778813910864357
3.534101022999111, 0.6052440296371492
3.7287874557465885, 0.6264771203188366
3.910154983474245, 0.6457755226645894
4.1224890654248565, 0.6659131245273529
4.296480268989455, 0.68059672616592
4.432230647076094, 0.690758619747819
4.633320399544639, 0.7074001259823522
4.87016668954311, 0.7236219186531838
4.994749277828724, 0.7299148907839983
