14448480952.407408, 0.0000017517747448309825
14602860925.180798, 0.000006835693927822949
14612282543.038998, 0.00001717048682725091
14767998572.430851, 0.00006437179983574122
14775869222.116104, 0.00013776231582304617
15073854995.366735, 0.0003324597932270945
15374400761.135433, 0.0005823946694469523
15831164025.687447, 0.0008351012436296183
16302411725.571178, 0.0012973091412086725
17282075891.08207, 0.002015337685941735
17967509456.76909, 0.002667392689200107
18680128366.157375, 0.003530417660538831
19420466221.855923, 0.004489251258218608
20191277828.850517, 0.006184496496437193
21196173195.32407, 0.008185467307069037
22467398844.410522, 0.010833844771954322
23585573988.49177, 0.014339094903163183
25737785966.427082, 0.020560964264191996
27281391662.12111, 0.027213387683753087
29770851445.402534, 0.03902153486339068
31250757792.58453, 0.047671725265692966
33446092792.35052, 0.060618989934975845
36143641706.34143, 0.07708262959346185
38682696988.890816, 0.09801766396002917
42210172148.64927, 0.12973091412086699
45614575908.03249, 0.16496480740980207
49774169110.25183, 0.2183385565256239
52756381113.99185, 0.2667392689200101
66574849546.3761, 0.5062299388226954
83203905036.80786, 0.9607462448181172
135080639126.38116, 3.194094978959381
173787880266.83182, 5.823946694469516
221433938502.11252, 10.619081562525366
310855648053.0725, 24.62092401494623
396069392671.6703, 43.13031288378531
504642475675.7918, 75.55459284647321
642996339864.2944, 137.7623158230459
819304571572.1599, 261.4516002594535
1014091665716.9034, 496.1947603002893
