#nspecies: 9
#vars: r,rho,v,T,Ys_HI,Ys_HeI,Ys_CI,Ys_NI,Ys_OI,Ys_NeI,Ys_MgII,Ys_CaI,Ys_SiII,Ncol_HI,Ncol_HeI,Ncol_CI,Ncol_NI,Ncol_OI,Ncol_NeI,Ncol_MgII,Ncol_CaI,Ncol_SiII,q,z
#scales: 8.13578960000000000e+09,1.00000000000000008e-15,9.08356129930352559e+05,1.00000000000000000e+04,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+00,8.13578960000000000e+09
#plnt_prms: 2.20608419079999994e+30,8.13578960000000000e+09,1.68219985140000008e+33,4.63760000000000000e+11,2.41700000000000000e+04,1.25558399999999994e+33
#phys_prms: 7.87038072256999954e-01,1.99987365097500008e-01,2.29481798586199989e-03,7.90297090357000012e-04,6.69189202871100022e-03,1.74756285161100007e-03,6.47899249477999956e-04,6.35653783244900003e-05,7.38528061139999978e-04,HI,HeI,CI,NI,OI,NeI,MgII,CaI,SiII,1.67330000000000013e-24,6.64647907219800005e-24,1.99264687991999986e-23,2.32526514361299989e-23,2.65601805917799987e-23,3.31982279555500004e-23,3.98280987568800022e-23,6.63594433919999962e-23,4.64567794747700000e-23,2.29999999999999982e+00
#bcs: 1.02362190201299996e+00,5.49108977630200012e+00,2.60339261441400013e+04,1.27740223469500008e-01,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,4.45690252142800017e-04,5.24198023172400032e-05,3.38916662325499994e-06,1.28171366048500000e-06,1.97877922052400001e-06,9.59288162922400066e-06,2.95705216792799982e-06,1.74623648721000013e-07,2.85106211704000009e-06,7.28577126081199979e-05,4.16884280420000021e-05
#tech: 1.00000000000000000e+00,1.00000000000000000e+02,2.50000000000000000e+00,9.89999999999999991e-01 
#flags: 1,1,0.00000,1 
#add_prms: 0
#spec_prms: 302,9,0000-00-00,hd189733,full,6.19921273701366832e-08,9.11648931913774851e-06,6.19921273701366832e-08,9.11648931913774851e-06,6.19921273701366832e-08,9.11648931913774851e-06,2.17896099200000002e-11,3.93975373479999963e-11,1.80405152719999977e-11,2.32796347159999980e-11,2.18216534639999979e-11,3.45429404319999946e-11,2.40967450879999982e-11,9.79410922360000056e-12,2.61955972200000014e-11
# $hc/\lambda_i$, $w_i\phi_{\lambda_i}$, $\sigma_{\lambda_i,HI}$, $\sigma_{\lambda_i,HeI}$, $\sigma_{\lambda_i,CI}$, $\sigma_{\lambda_i,NI}$, $\sigma_{\lambda_i,OI}$, $\sigma_{\lambda_i,NeI}$, $\sigma_{\lambda_i,MgII}$, $\sigma_{\lambda_i,CaI}$, $\sigma_{\lambda_i,SiII}$
## 2.45795070074896944e-09,1.94331864116744809e+07,2.71304287689808348e-24,8.12034643155874329e-23,1.27993931438618618e-20,2.23631952805028042e-20,3.59350938971857920e-20,0.00000000000000000e+00,1.41833401389179457e-19,0.00000000000000000e+00,7.78412394593720550e-22
## 1.25270035388367453e-09,5.50272601144772470e+07,2.59045871727132175e-23,7.50522936461457659e-22,8.27588541104380320e-20,1.38654687179759430e-19,2.14480733157960294e-19,2.90609994089891135e-20,1.39232508957025479e-21,0.00000000000000000e+00,4.59422401497043300e-21
## 6.85915881936639706e-10,5.84206742392227799e+07,1.88796939799657806e-22,5.23294608303914074e-21,4.00126262643513452e-19,6.44416993243298684e-19,5.24759445202801873e-20,1.49052289659398403e-19,3.80307898807887727e-21,0.00000000000000000e+00,1.92696735432669663e-20
## 4.32074304565271543e-10,9.08148760419469029e+07,8.46338836901973098e-22,2.22585709727031459e-20,5.62380722749103312e-20,1.01345755770121164e-19,1.77258972874445602e-19,4.74250679641166163e-19,8.14240301922651624e-21,0.00000000000000000e+00,5.15053896042415825e-20
## 3.05341889133073354e-10,1.24726090174659282e+08,2.57049731275277975e-21,6.37331033424500058e-20,1.29159182670235479e-19,2.34724152240225117e-19,4.18145565159517204e-19,1.05392918204611705e-18,1.42967524929574870e-20,0.00000000000000000e+00,9.97944503377270082e-20
## 2.36093052714928520e-10,1.09808303242171869e+08,5.79628043928254948e-21,1.35143809435545852e-19,2.33261065640726611e-19,4.28116841842809565e-19,7.61939346441362557e-19,1.81322572748004594e-18,2.15413291725136024e-20,0.00000000000000000e+00,1.55280901363578605e-19
## 1.96381471720892247e-10,8.08553768646971434e+07,1.03170488473394037e-20,2.27111179198562575e-19,3.51467543142590134e-19,6.50654371766668558e-19,1.14663537581141855e-18,2.59228234895145084e-18,2.87476641267389784e-20,0.00000000000000000e+00,2.07297897178692327e-19
## 1.73859848351670587e-10,4.07094748333170339e+07,1.50657759614377406e-20,3.16756908586534615e-19,4.58098346389858773e-19,8.53308818999539157e-19,1.48691792269015625e-18,3.22962362564970704e-18,3.46964362600494044e-20,0.00000000000000000e+00,2.47516918152455309e-19
## 1.62781829049137393e-10,1.67857684420198202e+07,1.84698531402200772e-20,3.77651692942522758e-19,5.27542488150237846e-19,9.86025024891406849e-19,1.70485953724562661e-18,3.61493078732235751e-18,3.83682883662802193e-20,0.00000000000000000e+00,2.71092626184885917e-19
## 1.60049622995023062e-10,1.73393388805117179e+06,1.94608736726307749e-20,3.94926020171737242e-19,5.46908411184174684e-19,1.02312180870652450e-18,1.76511279721187099e-18,3.71847524742098340e-18,3.93683934021226894e-20,0.00000000000000000e+00,2.77349614886898193e-19
## 1.58994889841334096e-10,4.02269772783544334e+06,1.98620247494102692e-20,4.01864163157807394e-19,5.54650034057834649e-19,1.03796102789927709e-18,1.78913517221351428e-18,3.75940626846684228e-18,3.97654920850162880e-20,0.00000000000000000e+00,2.79814582085578037e-19
## 1.57144978952615474e-10,6.30406358545881975e+06,2.05921134128759689e-20,4.14413506235995330e-19,5.68602037653108589e-19,1.06471768391836767e-18,1.83233586065308328e-18,3.83251586957644798e-18,4.04773701810013757e-20,0.00000000000000000e+00,2.84205971026416282e-19
## 1.54576217143776067e-10,8.55603237827819958e+06,2.16652341083157445e-20,4.32681670901037615e-19,5.88801292090676492e-19,1.10348426975601924e-18,1.89466930984842017e-18,3.93688528979377338e-18,4.14996509752804185e-20,0.00000000000000000e+00,2.90450448804290867e-19
## 1.51389477365241815e-10,1.07531179649506006e+07,2.31005431753460150e-20,4.56798517503613722e-19,6.15280373378099053e-19,1.15435248244322328e-18,1.97600364601914690e-18,4.07110809456056469e-18,4.28253972047058864e-20,0.00000000000000000e+00,2.98440713315833956e-19
