#nspecies: 4
#vars: r,rho,v,T,Ys_HI,Ys_HeI,Ys_CI,Ys_OI,Ncol_HI,Ncol_HeI,Ncol_CI,Ncol_OI,q,z,dTdr,Fp
#scales: 1.07238000000000000e+10,1.00000000000000008e-15,9.08356129930352559e+05,1.00000000000000000e+04,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+00,1.07238000000000000e+10,9.32505268654767920e-07,7.49494506446770401e+02
#plnt_prms: 1.51881872000000001e+30,1.07238000000000000e+10,1.98841600000000008e+33,7.48000000000000000e+11,1.09571297712599994e+03,6.80741999999999991e+33
#phys_prms: 7.30368834853299953e-01,1.86034140342100002e-01,2.13470731530399985e-02,6.22499516515699972e-02,HI,HeI,CI,OI,1.67330000000000013e-24,5.00823733035400035e-24,1.99264800000000004e-23,2.65601955214300007e-23,2.29999999999999982e+00,4.00000000000000008e-03,1.00000000000000002e-02,1.66666666666700003e+00
#bcs: 1.05725767581200003e+00,6.09478433082399995e+00,1.81617554554700000e+04,1.53482091851600000e-01,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,9.36323577734900041e-03,3.64529248354500011e-03,2.24202231186999997e-04,2.86740873539400004e-04,5.02101615184599994e-05,5.80710449454499973e-05
#tech: 1.00000000000000000e+00,1.00000000000000000e+02,2.50000000000000000e+00,9.89999999999999991e-01 
#flags: 1,1.00000,1,1.00000,0,0,0,1.00000 
#add_prms: 0
#spec_prms: 59,4,2009-01-01,scaled-solar,full,5.99999999999999946e-08,9.11999999999999908e-06,5.99999999999999946e-08,9.11999999999999908e-06,5.99999999999999946e-08,9.11999999999999908e-06,2.17896099200000002e-11,3.93975373479999963e-11,1.80405152719999977e-11,2.18216534639999979e-11
# $hc/\lambda_i$, $w_i\Phi_{\lambda_i}/F_{tot}$, $\sigma_{\lambda_i,HI}$, $\sigma_{\lambda_i,HeI}$, $\sigma_{\lambda_i,CI}$, $\sigma_{\lambda_i,OI}$
## 2.14987807364942771e-09,1.76507014687132766e+06,4.25793655006500015e-24,1.26746559244311880e-22,1.87003116260315753e-20,5.16989716489479328e-20
## 9.61106134573369658e-10,1.02539207871527337e+07,6.23122128184504585e-23,1.77471325611878826e-21,1.67368989719764004e-19,4.19817008715204273e-19
## 4.94608757554403367e-10,3.66334063522152901e+07,5.47039521131898536e-22,1.46448306043241408e-20,9.06477125646317195e-19,1.25195894049998340e-19
## 3.01006607346919125e-10,1.16794592889775172e+08,2.68998839588870599e-21,6.64993039395677976e-20,1.33549415728293902e-19,4.32693536766859208e-19
## 2.07206099304089124e-10,1.56223632796114326e+08,8.72612581219755106e-21,1.95602827274052419e-19,3.12260307692832238e-19,1.01986037492765971e-18
## 1.56251022454355950e-10,8.36191215359867662e+07,2.09575159460715549e-20,4.20657284786794756e-19,5.75520235471370727e-19,1.85371304091873189e-18
## 1.26520064694998861e-10,3.45015898130055368e+08,4.00279432796035386e-20,7.18876858763751715e-19,8.93265872990589655e-19,2.80418640176793598e-18
## 1.08645216546127141e-10,9.58464826488193154e+08,6.35596237068802952e-20,1.03465781762409749e-18,1.21504887957520192e-18,3.70593493772696376e-18
## 9.81777901111045163e-11,4.10252234780924380e+08,8.62569096537809456e-20,1.30380766559704870e-18,1.48417276453126121e-18,4.41542443608670285e-18
## 9.29287863614583528e-11,1.40629755657910347e+08,1.01716504664393197e-19,1.47263811322036770e-18,1.65172236069577366e-18,4.83743035439952817e-18
## 9.09980785346591729e-11,4.04299853081846088e+07,1.08314611989376259e-19,1.54175388985008095e-18,1.72012334327072224e-18,5.00548058859137801e-18
## 8.96205955236234199e-11,9.31665121157242060e+07,1.13369478133228250e-19,1.59363359523989214e-18,1.77140659276386828e-18,5.12988972092801733e-18
## 8.73078047247450785e-11,1.44880451028618097e+08,1.22576749350185496e-19,1.68591747196803857e-18,1.86251720830756059e-18,5.34760009577352554e-18
## 8.43011650935915211e-11,1.94019218284990042e+08,1.36074822829647123e-19,1.81650645734956592e-18,1.99123167845935443e-18,5.64802494248165350e-18
## 8.08762810725767895e-11,2.35648440666799068e+08,1.53938380887324283e-19,1.98177043767487580e-18,2.15381454756506075e-18,6.01575658072259843e-18
## 7.72962372497597281e-11,2.51930546259242266e+08,1.76062402967569832e-19,2.17622043764065140e-18,2.34472073853369895e-18,6.43116610060571361e-18
## 7.37817741860174029e-11,1.92499587283963203e+08,2.02038273289105700e-19,2.39235068332086662e-18,2.55645210868701159e-18,6.87166808488897806e-18
## 7.04996022429732852e-11,3.13128518276108980e+08,2.31050749284842205e-19,2.62073481891044732e-18,2.77967158282491036e-18,7.31358467156133715e-18
## 6.75642827840512221e-11,1.02177481156783533e+09,2.61826399474836663e-19,2.85039495870468776e-18,3.00360107453041452e-18,7.73425230564994560e-18
## 6.50474393922009528e-11,1.26201066552452993e+09,2.92659304701219130e-19,3.06942331068122061e-18,3.21666399987974633e-18,8.11389240209672507e-18
## 6.29892388646731360e-11,6.96871264531045556e+08,3.21526577653776302e-19,3.26579835832231124e-18,3.40728644343163113e-18,8.43683320465456571e-18
## 6.14091050708452841e-11,2.44881292247678220e+08,3.46286919001343902e-19,3.42829751547210319e-18,3.56475083827185922e-18,8.69188294483437581e-18
## 6.03143205082259938e-11,8.30536012102548480e+07,3.64934980468137592e-19,3.54738602960709454e-18,3.68000182808179673e-18,8.87192264339855945e-18
## 5.97060663280159358e-11,2.79504628114953451e+07,3.75870871544122598e-19,3.61598972341573941e-18,3.74634162791922499e-18,8.97303426059040274e-18
## 5.87553564320472199e-11,1.30682605938070938e+08,3.93846866795489048e-19,3.72687897331188265e-18,3.85349475627644411e-18,9.13248816101270091e-18
## 5.63176431149758325e-11,4.10571859234294057e+08,4.45431731728557363e-19,4.03315606789500877e-18,4.14902542322492582e-18,9.54780559774640100e-18
## 5.27766002102266920e-11,3.81703491339334071e+08,5.37521414370738911e-19,4.54193129385212544e-18,4.63905151014272364e-18,1.01588461066358376e-17
## 4.90480854577426943e-11,1.07656402202467531e+08,6.63783709770296830e-19,5.17509568261082345e-18,5.24890934531243673e-18,1.07876367127985920e-17
## 4.58116260623238098e-11,1.40132187101597548e+08,8.07169951958265270e-19,5.82198487459648048e-18,5.87456445613529530e-18,1.12851426916148456e-17
## 4.34407009388161560e-11,1.53492075867660969e+08,9.39274647141040056e-19,6.36266724184098061e-18,6.40162051705260656e-18,1.15909637297688576e-17
## 4.20935896350337335e-11,9.15265897812317759e+07,1.02728553869597537e-18,6.69779146606271179e-18,6.73100098503632026e-18,1.17303548405726987e-17
## 4.14270345325281183e-11,7.81098769009225518e+07,1.07489460833583596e-18,6.87155766285362899e-18,6.90277129900546669e-18,1.17874194688352348e-17
## 4.04097580915177396e-11,2.00031765255156994e+08,1.15335785292942189e-18,7.14729166985912710e-18,7.17688892421508645e-18,1.18564492270224684e-17
## 3.89208400061050453e-11,2.19561050053407520e+08,1.28249629381917546e-18,0.00000000000000000e+00,7.60599691517994611e-18,1.19104925611928661e-17
## 3.73660295885385513e-11,1.46651353803996533e+08,1.43865910043392869e-18,0.00000000000000000e+00,8.09267370282195035e-18,1.18927181635343358e-17
## 3.60894168669384546e-11,2.40243938711325467e+08,1.58629129152969639e-18,0.00000000000000000e+00,8.52453163607853273e-18,1.18072385905732639e-17
## 3.53149421338729606e-11,1.18656027585063085e+08,1.68577376572931428e-18,0.00000000000000000e+00,8.80179144337644316e-18,1.17180903156617448e-17
## 3.49513436836332264e-11,7.43741050290154666e+07,1.73534400730410705e-18,0.00000000000000000e+00,8.93613336812748563e-18,1.16653127215588159e-17
## 3.44896290628050267e-11,2.03497703590029240e+08,1.80112144809172128e-18,0.00000000000000000e+00,9.11069470324718417e-18,1.15874290072829012e-17
## 3.37508190056268646e-11,3.22903211733351409e+08,1.91344385179483268e-18,0.00000000000000000e+00,9.39953665576038836e-18,1.14355604262551528e-17
## 3.28626153638998745e-11,2.73381471829971552e+08,2.06115139131590293e-18,0.00000000000000000e+00,9.76291367146360106e-18,1.12040513248382525e-17
## 3.19606195211275799e-11,4.78006828627618015e+08,2.22708368687720361e-18,0.00000000000000000e+00,1.01507893588862760e-17,1.09076601566218759e-17
## 3.11630272475294635e-11,3.41554329866276026e+08,2.38893626714040334e-18,0.00000000000000000e+00,1.05102966486628741e-17,1.05880399662967282e-17
## 3.05586149871312709e-11,7.25500375621040612e+07,2.52216308240055359e-18,0.00000000000000000e+00,1.07934290714754337e-17,1.03063064823757468e-17
## 3.02050780008262052e-11,1.44789243631628212e+07,2.60470103278948076e-18,0.00000000000000000e+00,1.09634207867037042e-17,1.01246040218784767e-17
## 2.99055425912248695e-11,3.00446789691397585e+07,2.67746825931279024e-18,0.00000000000000000e+00,1.11100160740490821e-17,9.96042728020727206e-18
## 2.92340675901749049e-11,1.20638777843938038e+08,2.85071408280105570e-18,0.00000000000000000e+00,1.14473277364975785e-17,9.55669626755130625e-18
## 2.82097559565517632e-11,3.21112745235047519e+08,3.14495274472444279e-18,0.00000000000000000e+00,1.19854144446881679e-17,8.83964436611784225e-18
## 2.70633169078825499e-11,2.06133723990957737e+08,3.52430831588244960e-18,0.00000000000000000e+00,1.26217835051283459e-17,7.88169167249020598e-18
## 2.60064209687396050e-11,6.27288267371383071e+08,3.93002613772255574e-18,0.00000000000000000e+00,1.32401136480319904e-17,6.84715982514123073e-18
## 2.51926576627569443e-11,5.73707987085460782e+08,4.28589340501735731e-18,0.00000000000000000e+00,1.37360860698178782e-17,5.95401263040600549e-18
## 2.47144528953154852e-11,1.84680611588445991e+08,4.51527165753020587e-18,0.00000000000000000e+00,1.40351081751137898e-17,5.39344845909659789e-18
## 2.44901513069173570e-11,1.27363368582767084e+08,4.62851913419129321e-18,0.00000000000000000e+00,1.41771717364847803e-17,5.12247515721834307e-18
## 2.41715809731057383e-11,4.08162564564092815e+08,4.79597348405856591e-18,0.00000000000000000e+00,1.43808095505828557e-17,4.72992566444576676e-18
## 2.36735775030492151e-11,8.86038995922979593e+08,5.07434132046943878e-18,0.00000000000000000e+00,1.47032023676211498e-17,4.10175988047976541e-18
## 2.30982262911462724e-11,9.38671789031436920e+08,5.42348438899813511e-18,0.00000000000000000e+00,1.50809987380567525e-17,3.36349592597330217e-18
## 2.25501776476107371e-11,1.10598227055975676e+09,5.78655568445668292e-18,0.00000000000000000e+00,1.54449773616516745e-17,2.66260245128973260e-18
## 2.21161445907484058e-11,1.13840470858125782e+09,6.09748995228607669e-18,0.00000000000000000e+00,1.57350786092235340e-17,2.12221418885960338e-18
## 2.18560153265489689e-11,6.46202455261751652e+08,6.29461320707056903e-18,0.00000000000000000e+00,1.59093181073508199e-17,1.81009495758170597e-18
1.05725767581200003e+00,1.81617554554700000e+04,1.73389478395014233e-06,1.53482091851600000e-01,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,5.89121733552875685e+03,5.01183574017667752e+02,1.44662976317282084e+01,3.16238614066051085e+01,0.00000000000000000e+00,2.76266396239502132e+00,0.00000000000000000e+00,0.00000000000000000e+00 
1.05753394220823949e+00,1.74190036048660877e+04,1.80688378417471140e-06,1.53468641981205078e-01,9.99993567280181295e-01,9.99995793525297771e-01,9.99943223444666462e-01,9.99942964308213056e-01,5.66116374969198205e+03,4.81605551720328435e+02,1.39016761425036712e+01,3.03886043404770909e+01,1.00000000000000005e-04,2.76266396239502132e+00,-4.86844240848658683e-02,0.00000000000000000e+00 
1.05781020860447894e+00,1.67046555980527628e+04,1.88316783428876203e-06,1.53481482727133300e-01,9.99999449014216335e-01,9.99999570739489418e-01,9.99994013049067321e-01,9.99994806485988263e-01,5.44053135718200610e+03,4.62829290758061632e+02,1.33601785997590792e+01,2.92039364805033905e+01,2.00000000000000010e-04,2.76266396239502132e+00,4.64795795037268381e-02,0.00000000000000000e+00 
1.05808647500071862e+00,1.60224463054189764e+04,1.96232444189534630e-06,1.53468278271918251e-01,9.99993307035636381e-01,9.99995515178417227e-01,9.99939141099068007e-01,9.99941955116071091e-01,5.22892867382466829e+03,4.44821476393754665e+02,1.28408436426718726e+01,2.80677533419835896e+01,2.99999999999999974e-04,2.76266396239502132e+00,-4.77960960680926250e-02,0.00000000000000000e+00 
1.05836274139695807e+00,1.53663282737614772e+04,2.04504408430229223e-06,1.53480836915017405e-01,9.99998858294165016e-01,9.99999082913757609e-01,9.99987646971495003e-01,9.99989495601618983e-01,5.02597923497517149e+03,4.27550069669697564e+02,1.23427477202827447e+01,2.69780356573633426e+01,4.00000000000000019e-04,2.76266396239502132e+00,4.54584533989639064e-02,0.00000000000000000e+00 
1.05863900779319753e+00,1.47396691806828439e+04,2.13087634427761627e-06,1.53467895880660260e-01,9.99993004874684233e-01,9.99995167093747694e-01,9.99934647521040998e-01,9.99940650875401515e-01,4.83132383831843617e+03,4.10984503050971512e+02,1.18650087489718921e+01,2.59328525661403262e+01,5.00000000000000010e-04,2.76266396239502132e+00,-4.68425929946458472e-02,0.00000000000000000e+00 
1.05891527418943698e+00,1.41369830023431314e+04,2.22055998972881551e-06,1.53480153210432513e-01,9.99998224536269187e-01,9.99998525823238005e-01,9.99980924829148798e-01,9.99984048515727197e-01,4.64461703971033603e+03,3.95095377538927778e+02,1.14067792629623668e+01,2.49303511065784065e+01,6.00000000000000164e-04,2.76266396239502132e+00,4.43677911577295137e-02,0.00000000000000000e+00 
1.05919154058567644e+00,1.35612982027807629e+04,2.31361612294100998e-06,1.53467494367983071e-01,9.99992657084204373e-01,9.99994737914209231e-01,9.99929802096983344e-01,9.99939030634892756e-01,4.46552922583627333e+03,3.79854643630264434e+02,1.09672498352171797e+01,2.39687595528352233e+01,6.99999999999999993e-04,2.76266396239502132e+00,-4.58211444524292549e-02,0.00000000000000000e+00 
1.05946780698191612e+00,1.30076455864342388e+04,2.41083369627212470e-06,1.53479430477116374e-01,9.99997544266689076e-01,9.99997888214285036e-01,9.99973876388995930e-01,9.99978443997335154e-01,4.29374338806215019e+03,3.65235322292853823e+02,1.05456427536839765e+01,2.30463773965494276e+01,8.00000000000000038e-04,2.76266396239502132e+00,4.32050705253199246e-02,0.00000000000000000e+00 
1.05974407337815557e+00,1.24787405221752651e+04,2.51170502449011490e-06,1.53467073239288043e-01,9.99992259707873088e-01,9.99994216130732694e-01,9.99924665916709032e-01,9.99937069066985207e-01,4.12895703620955373e+03,3.51211672199719374e+02,1.01412151876034287e+01,2.21615787796420669e+01,8.99999999999999867e-04,2.76266396239502132e+00,-4.47294278150941263e-02,0.00000000000000000e+00 
1.06002033977439503e+00,1.19700893314965379e+04,2.61707094536980131e-06,1.53478667560722037e-01,9.99996813949090346e-01,9.99997158697951694e-01,9.99966535346885843e-01,9.99972658702382611e-01,3.97087922987360707e+03,3.37758932822263830e+02,9.75325337873994513e+00,2.13128029598725597e+01,1.00000000000000002e-03,2.76266396239502132e+00,4.19679034142928162e-02,0.00000000000000000e+00 
1.06029660617063448e+00,1.14841186798018698e+04,2.72639498452548598e-06,1.53466631811744747e-01,9.99991808667315185e-01,9.99993590552666567e-01,9.99919297724642275e-01,9.99934737638455862e-01,3.81923234379267751e+03,3.24853478823999296e+02,9.38107554466114202e+00,2.04985577978899620e+01,1.10000000000000007e-03,2.76266396239502132e+00,-4.35657363368085332e-02,0.00000000000000000e+00 
1.06057287256687416e+00,1.10167721235332883e+04,2.84057131397471891e-06,1.53477863167033157e-01,9.99996030092142441e-01,9.99996326109878653e-01,9.99958936637769247e-01,9.99966667676705945e-01,3.67374933769897234e+03,3.12472583670483289e+02,9.02402656730411401e+00,1.97174106969504059e+01,1.19999999999999989e-03,2.76266396239502132e+00,4.06540767943181919e-02,0.00000000000000000e+00 
1.06084913896311361e+00,1.05702104179963862e+04,2.95903503637754461e-06,1.53466169050821943e-01,9.99991299875042761e-01,9.99992850644204956e-01,9.99913750399966439e-01,9.99932005903259702e-01,3.53417538299924581e+03,3.00594561996288178e+02,8.68148063308157170e+00,1.89679921097261719e+01,1.29999999999999994e-03,2.76266396239502132e+00,-4.23291300367777401e-02,0.00000000000000000e+00 
1.06112540535935307e+00,1.01407788586308070e+04,3.08273478897891103e-06,1.53477015723008980e-01,9.99995189335603940e-01,9.99995379728448541e-01,9.99951114273428088e-01,9.99960444944050453e-01,3.40026535373415845e+03,2.89198552264944681e+02,8.35283639541312084e+00,1.82489869407888534e+01,1.40000000000000020e-03,2.76266396239502132e+00,3.92616414253790721e-02,0.00000000000000000e+00 
1.06140167175559252e+00,9.73039360715999283e+03,3.21107805299350321e-06,1.53465683398329444e-01,9.99990729315340054e-01,9.99991986646111997e-01,9.99908068469397504e-01,9.99928842722595967e-01,3.27178532355480729e+03,2.78264647855981707e+02,8.03751935840132958e+00,1.75591380433379030e+01,1.50000000000000003e-03,2.76266396239502132e+00,-4.10195551604900649e-02,0.00000000000000000e+00 
1.06167793815183198e+00,9.33576876319949224e+03,3.34506867237917666e-06,1.53476123245214480e-01,9.99994288496373951e-01,9.99994309292769445e-01,9.99943100003340080e-01,9.99953964018656882e-01,3.14851026177371796e+03,2.67773697430893094e+02,7.73497748554392661e+00,1.68972380729645941e+01,1.60000000000000008e-03,2.76266396239502132e+00,3.77890580510006485e-02,0.00000000000000000e+00 
1.06195420454807166e+00,8.95859584809367516e+03,3.48408781525342482e-06,1.53465172618289181e-01,9.99990093075090569e-01,9.99990989442261835e-01,9.99902286904175486e-01,9.99925217222559892e-01,3.03022540893061569e+03,2.57707425426466273e+02,7.44468333910813485e+00,1.62621329476096079e+01,1.69999999999999991e-03,2.76266396239502132e+00,-3.96379258366467216e-02,0.00000000000000000e+00 
1.06223047094431111e+00,8.59592718485695332e+03,3.62919480746629272e-06,1.53475183241769592e-01,9.99993324562563624e-01,9.99993104800501631e-01,9.99934922880418742e-01,9.99947198194658160e-01,2.91672416321797346e+03,2.48048248893725741e+02,7.16613010419703311e+00,1.56527141418724458e+01,1.79999999999999995e-03,2.76266396239502132e+00,3.62354003841005301e-02,0.00000000000000000e+00 
1.06250673734055057e+00,8.24924834919230125e+03,3.77974639337214101e-06,1.53464633685595625e-01,9.99989387316341682e-01,9.99989850179439088e-01,9.99896431160743226e-01,9.99921099351317566e-01,2.80780934228657316e+03,2.38779388029935490e+02,6.89883349982103145e+00,1.50679220857611718e+01,1.90000000000000000e-03,2.76266396239502132e+00,-3.81861721786130801e-02,0.00000000000000000e+00 
1.06278300373679002e+00,7.91592147131880301e+03,3.93685710885707897e-06,1.53474192669206422e-01,9.99992294633098466e-01,9.99991756108913887e-01,9.99926609599912641e-01,9.99940120516728648e-01,2.70329124652084784e+03,2.29884698356736067e+02,6.64232818579034578e+00,1.45067388899055683e+01,2.00000000000000004e-03,2.76266396239502132e+00,3.46006019585163166e-02,0.00000000000000000e+00 
1.06305927013302948e+00,7.59724371332826922e+03,4.09986181957325412e-06,1.53464062734704587e-01,9.99988608194043338e-01,9.99988559695363821e-01,9.99890518184603949e-01,9.99916459981413430e-01,2.60298881414563175e+03,2.21348771876271229e+02,6.39616946392384378e+00,1.39681916604689054e+01,2.10000000000000030e-03,2.76266396239502132e+00,-3.66672698515700807e-02,0.00000000000000000e+00 
1.06333553652926915e+00,7.29086058855207284e+03,4.26992936966835527e-06,1.53473147954769518e-01,9.99991195810580269e-01,9.99990252401589674e-01,9.99918185325221698e-01,9.99932703413649149e-01,2.50672784891323954e+03,2.13156783542982566e+02,6.15993003475914147e+00,1.34513456467248229e+01,2.20000000000000013e-03,2.76266396239502132e+00,3.28857225800792824e-02,0.00000000000000000e+00 
1.06361180292550861e+00,6.99789730141142991e+03,4.44637601947003705e-06,1.53463455072631205e-01,9.99987751733440788e-01,9.99987107845055623e-01,9.99884557966085774e-01,9.99911270595440271e-01,2.41434207503933112e+03,2.05294583588880869e+02,5.93320150851906458e+00,1.29553074511589106e+01,2.29999999999999996e-03,2.76266396239502132e+00,-3.50852737439317428e-02,0.00000000000000000e+00 
1.06388806932174806e+00,6.71625815995749326e+03,4.63042330710729166e-06,1.53472045079739328e-01,9.99990025063943300e-01,9.99988581610352423e-01,9.99909674647900482e-01,9.99924918057652712e-01,2.32567151784947328e+03,1.97748557321726395e+02,5.71559147918587662e+00,1.24792185917777498e+01,2.39999999999999979e-03,2.76266396239502132e+00,3.10932028833341596e-02,0.00000000000000000e+00 
1.06416433571798752e+00,6.44691186848821235e+03,4.82137295610470244e-06,1.53462805245172140e-01,9.99986813689740295e-01,9.99985482833868344e-01,9.99878555225557575e-01,9.99905502671491253e-01,2.24056346459360293e+03,1.90505709129826215e+02,5.50672486498178149e+00,1.20222585881135640e+01,2.50000000000000005e-03,2.76266396239502132e+00,-3.34453798687014067e-02,0.00000000000000000e+00 
1.06444060211422720e+00,6.18799863571863443e+03,5.02049679276264713e-06,1.53470879703746427e-01,9.99988779083019197e-01,9.99986729892484938e-01,9.99901102349324500e-01,9.99916733577315808e-01,2.15887098749107645e+03,1.83553534708811355e+02,5.30624126872877344e+00,1.15836389312481316e+01,2.60000000000000031e-03,2.76266396239502132e+00,2.92270746069546970e-02,0.00000000000000000e+00 
1.06471686851046665e+00,5.94034519413408725e+03,5.22708692392502901e-06,1.53462107131314002e-01,9.99985789416324988e-01,9.99983670664473911e-01,9.99872510888816013e-01,9.99899126931937832e-01,2.08045381604743898e+03,1.76880097226649355e+02,5.11379616692314798e+00,1.11626060282362136e+01,2.70000000000000014e-03,2.76266396239502132e+00,-3.17540336133384643e-02,0.00000000000000000e+00 
