#Planet: 1.1620 Mjup, 1.1380 Rjup, 0.031 au 
#Star: 0.846 Msun, 0.328 Lsun 
#Spectrum: 24170 ergs/s/cm2, hd189733, [0.620,91.165] nm
#HD189733b w/ 10xZ_solar H,He,C,N,O,Ne,MgII,SiII,Ca. Actual HD189733 spectrum.
r,r/Rp,v,T,rho
40479839013.6,4.976,1.08859e+06,8.28678e+02,2.36850e-19
40489474342.9,4.977,1.08929e+06,8.28103e+02,2.36585e-19
40499109672.2,4.978,1.08999e+06,8.27529e+02,2.36320e-19
40508745001.4,4.979,1.09070e+06,8.26956e+02,2.36056e-19
40518380330.7,4.980,1.09140e+06,8.26383e+02,2.35792e-19
40528015659.9,4.981,1.09210e+06,8.25810e+02,2.35528e-19
40537650989.2,4.983,1.09280e+06,8.25239e+02,2.35265e-19
40547286318.4,4.984,1.09350e+06,8.24667e+02,2.35003e-19
40556921647.7,4.985,1.09421e+06,8.24097e+02,2.34740e-19
40566556976.9,4.986,1.09491e+06,8.23527e+02,2.34478e-19
40576192306.2,4.987,1.09561e+06,8.22957e+02,2.34217e-19
40585827635.5,4.989,1.09631e+06,8.22388e+02,2.33956e-19
40595462964.7,4.990,1.09701e+06,8.21820e+02,2.33695e-19
40605098294.0,4.991,1.09772e+06,8.21253e+02,2.33434e-19
40614733623.2,4.992,1.09842e+06,8.20685e+02,2.33174e-19
40624368952.5,4.993,1.09912e+06,8.20119e+02,2.32915e-19
40634004281.7,4.994,1.09982e+06,8.19553e+02,2.32656e-19
40643639611.0,4.996,1.10053e+06,8.18987e+02,2.32397e-19
40653274940.2,4.997,1.10123e+06,8.18423e+02,2.32138e-19
40662910269.5,4.998,1.10193e+06,8.17858e+02,2.31880e-19
40672545598.8,4.999,1.10264e+06,8.17295e+02,2.31623e-19
40682180928.0,5.000,1.10334e+06,8.16731e+02,2.31365e-19
40691816257.3,5.002,1.10404e+06,8.16169e+02,2.31109e-19
40701451586.5,5.003,1.10475e+06,8.15607e+02,2.30852e-19
40711086915.8,5.004,1.10545e+06,8.15045e+02,2.30596e-19
40720722245.0,5.005,1.10615e+06,8.14485e+02,2.30340e-19
40730357574.3,5.006,1.10686e+06,8.13924e+02,2.30085e-19
40739992903.5,5.008,1.10756e+06,8.13365e+02,2.29830e-19
40749628232.8,5.009,1.10826e+06,8.12805e+02,2.29576e-19
40759263562.1,5.010,1.10897e+06,8.12247e+02,2.29321e-19
40768898891.3,5.011,1.10967e+06,8.11689e+02,2.29068e-19
40778534220.6,5.012,1.11038e+06,8.11131e+02,2.28814e-19
40788169549.8,5.013,1.11108e+06,8.10574e+02,2.28561e-19
40797804879.1,5.015,1.11178e+06,8.10018e+02,2.28308e-19
40807440208.3,5.016,1.11249e+06,8.09462e+02,2.28056e-19
40817075537.6,5.017,1.11319e+06,8.08907e+02,2.27804e-19
40826710866.8,5.018,1.11390e+06,8.08352e+02,2.27553e-19
40836346196.1,5.019,1.11460e+06,8.07798e+02,2.27302e-19
40845981525.3,5.021,1.11531e+06,8.07244e+02,2.27051e-19
40855616854.6,5.022,1.11601e+06,8.06691e+02,2.26800e-19
40865252183.9,5.023,1.11672e+06,8.06138e+02,2.26550e-19
40874887513.1,5.024,1.11742e+06,8.05586e+02,2.26301e-19
40884522842.4,5.025,1.11813e+06,8.05035e+02,2.26051e-19
40894158171.6,5.026,1.11883e+06,8.04484e+02,2.25803e-19
40903793500.9,5.028,1.11954e+06,8.03933e+02,2.25554e-19
40913428830.1,5.029,1.12024e+06,8.03384e+02,2.25306e-19
40923064159.4,5.030,1.12095e+06,8.02834e+02,2.25058e-19
40932699488.6,5.031,1.12165e+06,8.02285e+02,2.24811e-19
40942334817.9,5.032,1.12236e+06,8.01737e+02,2.24564e-19
40951970147.2,5.034,1.12306e+06,8.01189e+02,2.24317e-19
40961605476.4,5.035,1.12377e+06,8.00642e+02,2.24071e-19
40971240805.7,5.036,1.12448e+06,8.00096e+02,2.23825e-19
40980876134.9,5.037,1.12518e+06,7.99549e+02,2.23579e-19
40990511464.2,5.038,1.12589e+06,7.99004e+02,2.23334e-19
41000146793.4,5.039,1.12659e+06,7.98459e+02,2.23089e-19
41009782122.7,5.041,1.12730e+06,7.97914e+02,2.22844e-19
41019417451.9,5.042,1.12801e+06,7.97370e+02,2.22600e-19
41029052781.2,5.043,1.12871e+06,7.96827e+02,2.22357e-19
41038688110.5,5.044,1.12942e+06,7.96284e+02,2.22113e-19
41048323439.7,5.045,1.13013e+06,7.95741e+02,2.21870e-19
41057958769.0,5.047,1.13083e+06,7.95199e+02,2.21627e-19
41067594098.2,5.048,1.13154e+06,7.94658e+02,2.21385e-19
41077229427.5,5.049,1.13224e+06,7.94117e+02,2.21143e-19
41086864756.7,5.050,1.13295e+06,7.93577e+02,2.20902e-19
41096500086.0,5.051,1.13366e+06,7.93037e+02,2.20660e-19
41106135415.2,5.053,1.13437e+06,7.92497e+02,2.20419e-19
41115770744.5,5.054,1.13507e+06,7.91958e+02,2.20179e-19
41125406073.8,5.055,1.13578e+06,7.91420e+02,2.19939e-19
41135041403.0,5.056,1.13649e+06,7.90882e+02,2.19699e-19
41144676732.3,5.057,1.13719e+06,7.90345e+02,2.19459e-19
41154312061.5,5.058,1.13790e+06,7.89808e+02,2.19220e-19
41163947390.8,5.060,1.13861e+06,7.89272e+02,2.18982e-19
41173582720.0,5.061,1.13932e+06,7.88736e+02,2.18743e-19
41183218049.3,5.062,1.14002e+06,7.88201e+02,2.18505e-19
41192853378.5,5.063,1.14073e+06,7.87666e+02,2.18267e-19
41202488707.8,5.064,1.14144e+06,7.87132e+02,2.18030e-19
41212124037.0,5.066,1.14215e+06,7.86598e+02,2.17793e-19
41221759366.3,5.067,1.14286e+06,7.86064e+02,2.17556e-19
41231394695.6,5.068,1.14356e+06,7.85532e+02,2.17320e-19
41241030024.8,5.069,1.14427e+06,7.84999e+02,2.17084e-19
41250665354.1,5.070,1.14498e+06,7.84467e+02,2.16849e-19
41260300683.3,5.071,1.14569e+06,7.83936e+02,2.16613e-19
41269936012.6,5.073,1.14640e+06,7.83405e+02,2.16378e-19
41279571341.8,5.074,1.14711e+06,7.82875e+02,2.16144e-19
41289206671.1,5.075,1.14781e+06,7.82345e+02,2.15910e-19
41298842000.3,5.076,1.14852e+06,7.81815e+02,2.15676e-19
41308477329.6,5.077,1.14923e+06,7.81286e+02,2.15442e-19
41318112658.9,5.079,1.14994e+06,7.80758e+02,2.15209e-19
41327747988.1,5.080,1.15065e+06,7.80230e+02,2.14976e-19
41337383317.4,5.081,1.15136e+06,7.79702e+02,2.14744e-19
41347018646.6,5.082,1.15207e+06,7.79175e+02,2.14511e-19
41356653975.9,5.083,1.15278e+06,7.78649e+02,2.14280e-19
41366289305.1,5.084,1.15348e+06,7.78123e+02,2.14048e-19
41375924634.4,5.086,1.15419e+06,7.77597e+02,2.13817e-19
41385559963.6,5.087,1.15490e+06,7.77072e+02,2.13586e-19
41395195292.9,5.088,1.15561e+06,7.76547e+02,2.13356e-19
41404830622.2,5.089,1.15632e+06,7.76023e+02,2.13125e-19
41414465951.4,5.090,1.15703e+06,7.75499e+02,2.12896e-19
41424101280.7,5.092,1.15774e+06,7.74976e+02,2.12666e-19
41433736609.9,5.093,1.15845e+06,7.74453e+02,2.12437e-19
41443371939.2,5.094,1.15916e+06,7.73930e+02,2.12208e-19
41453007268.4,5.095,1.15987e+06,7.73408e+02,2.11980e-19
41462642597.7,5.096,1.16058e+06,7.72887e+02,2.11752e-19
41472277926.9,5.098,1.16129e+06,7.72366e+02,2.11524e-19
41481913256.2,5.099,1.16200e+06,7.71845e+02,2.11296e-19
41491548585.5,5.100,1.16271e+06,7.71325e+02,2.11069e-19
41501183914.7,5.101,1.16342e+06,7.70805e+02,2.10842e-19
41510819244.0,5.102,1.16413e+06,7.70286e+02,2.10616e-19
41520454573.2,5.103,1.16484e+06,7.69767e+02,2.10390e-19
41530089902.5,5.105,1.16555e+06,7.69249e+02,2.10164e-19
41539725231.7,5.106,1.16626e+06,7.68731e+02,2.09938e-19
41549360561.0,5.107,1.16698e+06,7.68213e+02,2.09713e-19
41558995890.2,5.108,1.16769e+06,7.67696e+02,2.09488e-19
41568631219.5,5.109,1.16840e+06,7.67180e+02,2.09264e-19
41578266548.7,5.111,1.16911e+06,7.66664e+02,2.09040e-19
41587901878.0,5.112,1.16982e+06,7.66149e+02,2.08816e-19
41597537207.3,5.113,1.17053e+06,7.65634e+02,2.08592e-19
41607172536.5,5.114,1.17124e+06,7.65120e+02,2.08369e-19
41616807865.8,5.115,1.17195e+06,7.64606e+02,2.08146e-19
41626443195.0,5.116,1.17266e+06,7.64093e+02,2.07924e-19
41636078524.3,5.118,1.17337e+06,7.63580e+02,2.07702e-19
41645713853.5,5.119,1.17409e+06,7.63068e+02,2.07480e-19
41655349182.8,5.120,1.17480e+06,7.62556e+02,2.07258e-19
41664984512.0,5.121,1.17551e+06,7.62045e+02,2.07037e-19
41674619841.3,5.122,1.17622e+06,7.61535e+02,2.06816e-19
41684255170.6,5.124,1.17693e+06,7.61025e+02,2.06595e-19
41693890499.8,5.125,1.17764e+06,7.60515e+02,2.06375e-19
41703525829.1,5.126,1.17836e+06,7.60006e+02,2.06155e-19
41713161158.3,5.127,1.17907e+06,7.59497e+02,2.05935e-19
41722796487.6,5.128,1.17978e+06,7.58990e+02,2.05716e-19
41732431816.8,5.129,1.18049e+06,7.58482e+02,2.05497e-19
41742067146.1,5.131,1.18120e+06,7.57975e+02,2.05278e-19
41751702475.3,5.132,1.18192e+06,7.57469e+02,2.05060e-19
41761337804.6,5.133,1.18263e+06,7.56963e+02,2.04842e-19
41770973133.9,5.134,1.18334e+06,7.56457e+02,2.04624e-19
41780608463.1,5.135,1.18405e+06,7.55952e+02,2.04407e-19
41790243792.4,5.137,1.18477e+06,7.55448e+02,2.04190e-19
41799879121.6,5.138,1.18548e+06,7.54944e+02,2.03973e-19
41809514450.9,5.139,1.18619e+06,7.54441e+02,2.03757e-19
41819149780.1,5.140,1.18690e+06,7.53938e+02,2.03540e-19
41828785109.4,5.141,1.18762e+06,7.53435e+02,2.03324e-19
41838420438.6,5.143,1.18833e+06,7.52934e+02,2.03109e-19
41848055767.9,5.144,1.18904e+06,7.52432e+02,2.02894e-19
41857691097.2,5.145,1.18975e+06,7.51931e+02,2.02679e-19
41867326426.4,5.146,1.19047e+06,7.51431e+02,2.02464e-19
41876961755.7,5.147,1.19118e+06,7.50931e+02,2.02250e-19
41886597084.9,5.148,1.19189e+06,7.50432e+02,2.02036e-19
41896232414.2,5.150,1.19261e+06,7.49933e+02,2.01822e-19
41905867743.4,5.151,1.19332e+06,7.49435e+02,2.01609e-19
41915503072.7,5.152,1.19403e+06,7.48937e+02,2.01396e-19
41925138401.9,5.153,1.19475e+06,7.48439e+02,2.01183e-19
41934773731.2,5.154,1.19546e+06,7.47942e+02,2.00971e-19
41944409060.4,5.156,1.19617e+06,7.47446e+02,2.00758e-19
41954044389.7,5.157,1.19689e+06,7.46950e+02,2.00547e-19
41963679719.0,5.158,1.19760e+06,7.46455e+02,2.00335e-19
41973315048.2,5.159,1.19831e+06,7.45960e+02,2.00124e-19
41982950377.5,5.160,1.19903e+06,7.45465e+02,1.99913e-19
41992585706.7,5.161,1.19974e+06,7.44971e+02,1.99702e-19
42002221036.0,5.163,1.20046e+06,7.44478e+02,1.99492e-19
42011856365.2,5.164,1.20117e+06,7.43985e+02,1.99282e-19
42021491694.5,5.165,1.20188e+06,7.43492e+02,1.99072e-19
42031127023.7,5.166,1.20260e+06,7.43000e+02,1.98863e-19
42040762353.0,5.167,1.20331e+06,7.42509e+02,1.98654e-19
42050397682.3,5.169,1.20403e+06,7.42017e+02,1.98445e-19
42060033011.5,5.170,1.20474e+06,7.41527e+02,1.98236e-19
42069668340.8,5.171,1.20545e+06,7.41037e+02,1.98028e-19
42079303670.0,5.172,1.20617e+06,7.40547e+02,1.97820e-19
42088938999.3,5.173,1.20688e+06,7.40058e+02,1.97613e-19
42098574328.5,5.174,1.20760e+06,7.39569e+02,1.97405e-19
42108209657.8,5.176,1.20831e+06,7.39081e+02,1.97198e-19
42117844987.0,5.177,1.20903e+06,7.38593e+02,1.96992e-19
42127480316.3,5.178,1.20974e+06,7.38105e+02,1.96785e-19
42137115645.6,5.179,1.21046e+06,7.37619e+02,1.96579e-19
42146750974.8,5.180,1.21117e+06,7.37132e+02,1.96373e-19
42156386304.1,5.182,1.21189e+06,7.36646e+02,1.96168e-19
42166021633.3,5.183,1.21260e+06,7.36161e+02,1.95962e-19
42175656962.6,5.184,1.21332e+06,7.35676e+02,1.95757e-19
42185292291.8,5.185,1.21403e+06,7.35191e+02,1.95553e-19
42194927621.1,5.186,1.21475e+06,7.34707e+02,1.95348e-19
42204562950.3,5.188,1.21546e+06,7.34223e+02,1.95144e-19
42214198279.6,5.189,1.21618e+06,7.33740e+02,1.94940e-19
42223833608.9,5.190,1.21689e+06,7.33258e+02,1.94737e-19
42233468938.1,5.191,1.21761e+06,7.32775e+02,1.94534e-19
42243104267.4,5.192,1.21832e+06,7.32293e+02,1.94331e-19
42252739596.6,5.193,1.21904e+06,7.31812e+02,1.94128e-19
42262374925.9,5.195,1.21976e+06,7.31331e+02,1.93926e-19
42272010255.1,5.196,1.22047e+06,7.30851e+02,1.93724e-19
42281645584.4,5.197,1.22119e+06,7.30371e+02,1.93522e-19
42291280913.6,5.198,1.22190e+06,7.29891e+02,1.93321e-19
42300916242.9,5.199,1.22262e+06,7.29412e+02,1.93119e-19
42310551572.1,5.201,1.22333e+06,7.28933e+02,1.92918e-19
42320186901.4,5.202,1.22405e+06,7.28455e+02,1.92718e-19
42329822230.7,5.203,1.22477e+06,7.27977e+02,1.92517e-19
42339457559.9,5.204,1.22548e+06,7.27499e+02,1.92317e-19
42349092889.2,5.205,1.22620e+06,7.27022e+02,1.92118e-19
42358728218.4,5.206,1.22692e+06,7.26546e+02,1.91918e-19
42368363547.7,5.208,1.22763e+06,7.26070e+02,1.91719e-19
42377998876.9,5.209,1.22835e+06,7.25594e+02,1.91520e-19
