#Planet: 0.8000 Mjup, 1.5000 Rjup, 0.050 au 
#Star: 1.000 Msun, 1.778 Lsun 
#Spectrum: 1096 ergs/s/cm2, scaled-solar, [0.600,91.200] nm
#Tutorial example planet w/ 10xZ_solar H,He,C,O. Scaled solar spectrum.
r,r/Rp,v,T,rho,heat_ion
14133577315.9,1.318,1.89344e+04,8.65818e+03,8.91743e-16,3.12737e-08
14160341713.2,1.320,1.93136e+04,8.66203e+03,8.70932e-16,3.08232e-08
14187575765.7,1.323,1.97046e+04,8.66582e+03,8.50378e-16,3.03665e-08
14215287714.6,1.326,2.01076e+04,8.66955e+03,8.30088e-16,2.99038e-08
14243485946.1,1.328,2.05231e+04,8.67323e+03,8.10065e-16,2.94354e-08
14272178993.3,1.331,2.09514e+04,8.67685e+03,7.90316e-16,2.89616e-08
14301375539.1,1.334,2.13931e+04,8.68040e+03,7.70844e-16,2.84827e-08
14331084418.8,1.336,2.18483e+04,8.68389e+03,7.51655e-16,2.79989e-08
14361314622.7,1.339,2.23177e+04,8.68731e+03,7.32753e-16,2.75106e-08
14392075298.8,1.342,2.28015e+04,8.69066e+03,7.14141e-16,2.70182e-08
14423375755.8,1.345,2.33002e+04,8.69393e+03,6.95824e-16,2.65220e-08
14455225465.6,1.348,2.38143e+04,8.69711e+03,6.77806e-16,2.60224e-08
14487634066.4,1.351,2.43442e+04,8.70021e+03,6.60089e-16,2.55199e-08
14520611365.3,1.354,2.48904e+04,8.70322e+03,6.42676e-16,2.50148e-08
14554167341.9,1.357,2.54532e+04,8.70613e+03,6.25570e-16,2.45076e-08
14588312150.6,1.360,2.60332e+04,8.70893e+03,6.08773e-16,2.39988e-08
14623056124.1,1.364,2.66308e+04,8.71162e+03,5.92287e-16,2.34888e-08
14658409776.4,1.367,2.72464e+04,8.71420e+03,5.76114e-16,2.29781e-08
14694383806.0,1.370,2.78806e+04,8.71664e+03,5.60255e-16,2.24672e-08
14730989099.0,1.374,2.85339e+04,8.71895e+03,5.44711e-16,2.19565e-08
14768236732.9,1.377,2.92067e+04,8.72112e+03,5.29482e-16,2.14465e-08
14806137979.1,1.381,2.98994e+04,8.72313e+03,5.14569e-16,2.09378e-08
14844704307.2,1.384,3.06126e+04,8.72497e+03,4.99972e-16,2.04307e-08
14883947387.9,1.388,3.13468e+04,8.72664e+03,4.85690e-16,1.99259e-08
14923879096.5,1.392,3.21025e+04,8.72811e+03,4.71723e-16,1.94238e-08
14964511517.1,1.395,3.28801e+04,8.72939e+03,4.58069e-16,1.89247e-08
15005856945.5,1.399,3.36801e+04,8.73045e+03,4.44727e-16,1.84293e-08
15047927893.4,1.403,3.45030e+04,8.73128e+03,4.31695e-16,1.79380e-08
15090737092.0,1.407,3.53494e+04,8.73187e+03,4.18972e-16,1.74511e-08
15134297496.1,1.411,3.62196e+04,8.73220e+03,4.06554e-16,1.69691e-08
15178622287.5,1.415,3.71142e+04,8.73225e+03,3.94440e-16,1.64924e-08
15223724879.6,1.420,3.80337e+04,8.73201e+03,3.82627e-16,1.60214e-08
15269618920.9,1.424,3.89786e+04,8.73147e+03,3.71110e-16,1.55565e-08
15316318299.8,1.428,3.99492e+04,8.73060e+03,3.59888e-16,1.50979e-08
15363837147.9,1.433,4.09462e+04,8.72938e+03,3.48956e-16,1.46461e-08
15412189845.3,1.437,4.19700e+04,8.72780e+03,3.38311e-16,1.42013e-08
15461391024.0,1.442,4.30210e+04,8.72583e+03,3.27948e-16,1.37639e-08
15511455573.0,1.446,4.40997e+04,8.72346e+03,3.17864e-16,1.33340e-08
15562398642.5,1.451,4.52066e+04,8.72067e+03,3.08054e-16,1.29119e-08
15614235648.6,1.456,4.63421e+04,8.71742e+03,2.98514e-16,1.24978e-08
15666982277.9,1.461,4.75067e+04,8.71371e+03,2.89238e-16,1.20919e-08
15720654492.2,1.466,4.87007e+04,8.70951e+03,2.80223e-16,1.16944e-08
15775268533.4,1.471,4.99247e+04,8.70479e+03,2.71463e-16,1.13054e-08
15830840928.6,1.476,5.11790e+04,8.69953e+03,2.62954e-16,1.09250e-08
15887388494.6,1.482,5.24641e+04,8.69372e+03,2.54690e-16,1.05534e-08
15944928343.5,1.487,5.37803e+04,8.68731e+03,2.46666e-16,1.01905e-08
16003477887.7,1.492,5.51282e+04,8.68030e+03,2.38877e-16,9.83650e-09
16063054845.0,1.498,5.65079e+04,8.67264e+03,2.31319e-16,9.49138e-09
16123677244.2,1.504,5.79200e+04,8.66433e+03,2.23985e-16,9.15517e-09
16185363430.6,1.509,5.93648e+04,8.65533e+03,2.16871e-16,8.82784e-09
16248132071.2,1.515,6.08427e+04,8.64562e+03,2.09971e-16,8.50939e-09
16312002160.6,1.521,6.23540e+04,8.63518e+03,2.03280e-16,8.19978e-09
16376993026.7,1.527,6.38990e+04,8.62397e+03,1.96794e-16,7.89894e-09
16443124336.8,1.533,6.54781e+04,8.61197e+03,1.90506e-16,7.60682e-09
16510416102.9,1.540,6.70916e+04,8.59917e+03,1.84411e-16,7.32332e-09
16578888688.7,1.546,6.87399e+04,8.58552e+03,1.78506e-16,7.04836e-09
16648562814.6,1.552,7.04231e+04,8.57102e+03,1.72783e-16,6.78182e-09
16719459565.2,1.559,7.21418e+04,8.55563e+03,1.67239e-16,6.52358e-09
16791600394.7,1.566,7.38960e+04,8.53933e+03,1.61869e-16,6.27353e-09
16865007133.9,1.573,7.56861e+04,8.52210e+03,1.56667e-16,6.03152e-09
16939701996.7,1.580,7.75125e+04,8.50391e+03,1.51630e-16,5.79742e-09
17015707586.8,1.587,7.93753e+04,8.48475e+03,1.46751e-16,5.57105e-09
17093046904.5,1.594,8.12749e+04,8.46460e+03,1.42027e-16,5.35229e-09
17171743353.6,1.601,8.32115e+04,8.44343e+03,1.37453e-16,5.14095e-09
17251820749.0,1.609,8.51853e+04,8.42123e+03,1.33024e-16,4.93687e-09
17333303322.9,1.616,8.71968e+04,8.39798e+03,1.28736e-16,4.73989e-09
17416215733.2,1.624,8.92461e+04,8.37366e+03,1.24585e-16,4.54983e-09
17500583070.3,1.632,9.13335e+04,8.34827e+03,1.20567e-16,4.36651e-09
17586430864.9,1.640,9.34593e+04,8.32177e+03,1.16676e-16,4.18977e-09
17673785095.8,1.648,9.56239e+04,8.29418e+03,1.12911e-16,4.01942e-09
17762672197.3,1.656,9.78274e+04,8.26547e+03,1.09265e-16,3.85528e-09
17853119068.1,1.665,1.00070e+05,8.23563e+03,1.05736e-16,3.69718e-09
17945153078.6,1.673,1.02353e+05,8.20467e+03,1.02321e-16,3.54494e-09
18038802079.5,1.682,1.04676e+05,8.17257e+03,9.90139e-17,3.39838e-09
18134094410.2,1.691,1.07039e+05,8.13933e+03,9.58128e-17,3.25734e-09
18231058907.6,1.700,1.09442e+05,8.10495e+03,9.27140e-17,3.12164e-09
18329724914.4,1.709,1.11888e+05,8.06943e+03,8.97141e-17,2.99110e-09
18430122288.2,1.719,1.14374e+05,8.03277e+03,8.68097e-17,2.86557e-09
18532281410.7,1.728,1.16903e+05,7.99498e+03,8.39979e-17,2.74488e-09
18636233196.6,1.738,1.19475e+05,7.95606e+03,8.12754e-17,2.62886e-09
18742009103.2,1.748,1.22090e+05,7.91602e+03,7.86393e-17,2.51736e-09
18849641139.6,1.758,1.24748e+05,7.87487e+03,7.60868e-17,2.41022e-09
18959161876.8,1.768,1.27451e+05,7.83261e+03,7.36150e-17,2.30729e-09
19070604457.2,1.778,1.30199e+05,7.78927e+03,7.12213e-17,2.20843e-09
19184002604.9,1.789,1.32993e+05,7.74485e+03,6.89031e-17,2.11348e-09
19299390635.6,1.800,1.35834e+05,7.69938e+03,6.66579e-17,2.02232e-09
19416803467.5,1.811,1.38721e+05,7.65286e+03,6.44831e-17,1.93480e-09
19536276631.1,1.822,1.41657e+05,7.60531e+03,6.23766e-17,1.85078e-09
19657846280.7,1.833,1.44642e+05,7.55676e+03,6.03359e-17,1.77015e-09
19781549205.0,1.845,1.47677e+05,7.50722e+03,5.83590e-17,1.69278e-09
19907422838.0,1.856,1.50763e+05,7.45672e+03,5.64437e-17,1.61854e-09
20035505270.9,1.868,1.53901e+05,7.40528e+03,5.45881e-17,1.54732e-09
20165835263.2,1.880,1.57092e+05,7.35293e+03,5.27900e-17,1.47900e-09
20298452254.4,1.893,1.60338e+05,7.29968e+03,5.10478e-17,1.41348e-09
20433396376.3,1.905,1.63638e+05,7.24556e+03,4.93595e-17,1.35065e-09
20570708464.9,1.918,1.66996e+05,7.19059e+03,4.77234e-17,1.29041e-09
20710430072.5,1.931,1.70412e+05,7.13482e+03,4.61378e-17,1.23265e-09
20852603480.8,1.945,1.73887e+05,7.07825e+03,4.46012e-17,1.17729e-09
20997271713.6,1.958,1.77423e+05,7.02092e+03,4.31119e-17,1.12423e-09
21144478549.2,1.972,1.81021e+05,6.96285e+03,4.16685e-17,1.07338e-09
21294268534.6,1.986,1.84684e+05,6.90407e+03,4.02695e-17,1.02465e-09
21446686998.2,2.000,1.88412e+05,6.84462e+03,3.89135e-17,9.77973e-10
21601780063.8,2.014,1.92207e+05,6.78451e+03,3.75993e-17,9.33258e-10
21759594664.8,2.029,1.96071e+05,6.72378e+03,3.63255e-17,8.90431e-10
21920178558.1,2.044,2.00006e+05,6.66246e+03,3.50908e-17,8.49418e-10
22083580338.4,2.059,2.04014e+05,6.60057e+03,3.38942e-17,8.10148e-10
22249849453.3,2.075,2.08096e+05,6.53814e+03,3.27344e-17,7.72552e-10
22419036218.2,2.091,2.12255e+05,6.47519e+03,3.16104e-17,7.36566e-10
22591191831.3,2.107,2.16493e+05,6.41177e+03,3.05210e-17,7.02125e-10
22766368389.1,2.123,2.20811e+05,6.34789e+03,2.94653e-17,6.69167e-10
22944618902.5,2.140,2.25213e+05,6.28359e+03,2.84422e-17,6.37636e-10
23125997312.6,2.157,2.29700e+05,6.21889e+03,2.74508e-17,6.07473e-10
23310558506.8,2.174,2.34274e+05,6.15381e+03,2.64902e-17,5.78624e-10
23498358336.0,2.191,2.38939e+05,6.08840e+03,2.55595e-17,5.51037e-10
23689453630.8,2.209,2.43696e+05,6.02266e+03,2.46578e-17,5.24661e-10
23883902219.3,2.227,2.48548e+05,5.95664e+03,2.37843e-17,4.99447e-10
24081762944.4,2.246,2.53498e+05,5.89036e+03,2.29382e-17,4.75350e-10
24283095681.2,2.264,2.58548e+05,5.82385e+03,2.21187e-17,4.52323e-10
24487961355.9,2.284,2.63702e+05,5.75713e+03,2.13250e-17,4.30324e-10
24696421963.6,2.303,2.68961e+05,5.69022e+03,2.05564e-17,4.09310e-10
24908540587.3,2.323,2.74330e+05,5.62317e+03,1.98123e-17,3.89241e-10
25124381417.0,2.343,2.79811e+05,5.55598e+03,1.90918e-17,3.70079e-10
25344009769.0,2.363,2.85407e+05,5.48869e+03,1.83944e-17,3.51787e-10
25567492105.8,2.384,2.91122e+05,5.42133e+03,1.77194e-17,3.34328e-10
25794896056.3,2.405,2.96959e+05,5.35391e+03,1.70661e-17,3.17668e-10
26026290436.0,2.427,3.02920e+05,5.28647e+03,1.64340e-17,3.01774e-10
26239131932.4,2.447,3.08425e+05,5.22546e+03,1.58799e-17,2.88029e-10
26451973428.7,2.467,3.13949e+05,5.16540e+03,1.53504e-17,2.75061e-10
26683367808.4,2.488,3.19978e+05,5.10119e+03,1.48010e-17,2.61783e-10
26910771758.9,2.509,3.25927e+05,5.03916e+03,1.42862e-17,2.49509e-10
27134254095.7,2.530,3.31797e+05,4.97923e+03,1.38032e-17,2.38141e-10
27353882447.7,2.551,3.37589e+05,4.92131e+03,1.33494e-17,2.27596e-10
27569723277.4,2.571,3.43303e+05,4.86531e+03,1.29225e-17,2.17796e-10
27781841901.1,2.591,3.48939e+05,4.81116e+03,1.25203e-17,2.08674e-10
27990302508.8,2.610,3.54500e+05,4.75878e+03,1.21410e-17,2.00171e-10
28195168183.5,2.629,3.59986e+05,4.70810e+03,1.17829e-17,1.92234e-10
28396500920.4,2.648,3.65397e+05,4.65905e+03,1.14443e-17,1.84812e-10
28594361645.4,2.666,3.70733e+05,4.61156e+03,1.11240e-17,1.77865e-10
28788810233.9,2.685,3.75997e+05,4.56558e+03,1.08206e-17,1.71353e-10
28979905528.8,2.702,3.81188e+05,4.52105e+03,1.05329e-17,1.65241e-10
29167705357.9,2.720,3.86307e+05,4.47790e+03,1.02599e-17,1.59497e-10
29352266552.1,2.737,3.91355e+05,4.43608e+03,1.00006e-17,1.54094e-10
29533644962.2,2.754,3.96332e+05,4.39555e+03,9.75411e-18,1.49004e-10
29711895475.6,2.771,4.01239e+05,4.35625e+03,9.51955e-18,1.44206e-10
29887072033.5,2.787,4.06077e+05,4.31813e+03,9.29618e-18,1.39676e-10
30059227646.5,2.803,4.10847e+05,4.28116e+03,9.08331e-18,1.35397e-10
30228414411.4,2.819,4.15548e+05,4.24528e+03,8.88029e-18,1.31350e-10
30394683526.4,2.834,4.20183e+05,4.21046e+03,8.68651e-18,1.27518e-10
30558085306.7,2.850,4.24751e+05,4.17666e+03,8.50143e-18,1.23888e-10
30718669199.9,2.865,4.29253e+05,4.14383e+03,8.32454e-18,1.20445e-10
30876483800.9,2.879,4.33690e+05,4.11196e+03,8.15536e-18,1.17177e-10
31031576866.6,2.894,4.38062e+05,4.08099e+03,7.99345e-18,1.14072e-10
31183995330.1,2.908,4.42371e+05,4.05090e+03,7.83841e-18,1.11120e-10
31333785315.5,2.922,4.46616e+05,4.02166e+03,7.68984e-18,1.08312e-10
31480992151.2,2.936,4.50799e+05,3.99324e+03,7.54740e-18,1.05638e-10
31625660383.9,2.949,4.54921e+05,3.96560e+03,7.41075e-18,1.03089e-10
31767833792.3,2.962,4.58981e+05,3.93873e+03,7.27960e-18,1.00659e-10
31907555399.9,2.975,4.62981e+05,3.91259e+03,7.15364e-18,9.83401e-11
32044867488.4,2.988,4.66921e+05,3.88716e+03,7.03261e-18,9.61257e-11
32179811610.3,3.001,4.70802e+05,3.86242e+03,6.91626e-18,9.40099e-11
32312428601.5,3.013,4.74625e+05,3.83834e+03,6.80435e-18,9.19868e-11
32442758593.8,3.025,4.78390e+05,3.81490e+03,6.69667e-18,9.00513e-11
32570841026.7,3.037,4.82098e+05,3.79208e+03,6.59300e-18,8.81984e-11
32696714659.7,3.049,4.85750e+05,3.76986e+03,6.49314e-18,8.64236e-11
32820417584.0,3.061,4.89346e+05,3.74822e+03,6.39693e-18,8.47226e-11
32941987233.6,3.072,4.92888e+05,3.72714e+03,6.30417e-18,8.30915e-11
33061460397.2,3.083,4.96375e+05,3.70661e+03,6.21472e-18,8.15265e-11
33178873229.1,3.094,4.99809e+05,3.68660e+03,6.12842e-18,8.00242e-11
33294261259.9,3.105,5.03190e+05,3.66710e+03,6.04512e-18,7.85813e-11
33407659407.5,3.115,5.06518e+05,3.64809e+03,5.96469e-18,7.71948e-11
33519101988.0,3.126,5.09796e+05,3.62957e+03,5.88701e-18,7.58619e-11
33628622725.1,3.136,5.13022e+05,3.61150e+03,5.81194e-18,7.45798e-11
33736254761.5,3.146,5.16198e+05,3.59388e+03,5.73938e-18,7.33460e-11
33842030668.1,3.156,5.19325e+05,3.57670e+03,5.66922e-18,7.21583e-11
33945982454.0,3.165,5.22403e+05,3.55995e+03,5.60135e-18,7.10144e-11
34048141576.5,3.175,5.25432e+05,3.54360e+03,5.53569e-18,6.99121e-11
34148538950.3,3.184,5.28414e+05,3.52765e+03,5.47213e-18,6.88497e-11
34247204957.1,3.194,5.31349e+05,3.51208e+03,5.41059e-18,6.78251e-11
34344169454.5,3.203,5.34238e+05,3.49689e+03,5.35099e-18,6.68366e-11
34439461785.2,3.211,5.37081e+05,3.48206e+03,5.29325e-18,6.58827e-11
34533110786.1,3.220,5.39879e+05,3.46759e+03,5.23729e-18,6.49618e-11
34625144796.6,3.229,5.42633e+05,3.45346e+03,5.18305e-18,6.40723e-11
34715591667.4,3.237,5.45343e+05,3.43966e+03,5.13045e-18,6.32130e-11
34804478769.0,3.246,5.48010e+05,3.42618e+03,5.07944e-18,6.23824e-11
34891832999.8,3.254,5.50634e+05,3.41302e+03,5.02995e-18,6.15795e-11
34977680794.4,3.262,5.53217e+05,3.40017e+03,4.98193e-18,6.08029e-11
35062048131.5,3.270,5.55758e+05,3.38761e+03,4.93531e-18,6.00516e-11
35144960541.8,3.277,5.58258e+05,3.37534e+03,4.89005e-18,5.93245e-11
35226443115.8,3.285,5.60718e+05,3.36335e+03,4.84610e-18,5.86207e-11
35306520511.1,3.292,5.63139e+05,3.35163e+03,4.80341e-18,5.79391e-11
35385216960.3,3.300,5.65520e+05,3.34018e+03,4.76193e-18,5.72789e-11
35462556277.9,3.307,5.67863e+05,3.32899e+03,4.72162e-18,5.66392e-11
35538561868.0,3.314,5.70169e+05,3.31805e+03,4.68243e-18,5.60193e-11
35613256730.8,3.321,5.72436e+05,3.30736e+03,4.64434e-18,5.54183e-11
35686663470.0,3.328,5.74668e+05,3.29690e+03,4.60729e-18,5.48354e-11
35758804299.5,3.335,5.76863e+05,3.28668e+03,4.57126e-18,5.42701e-11
35829701050.1,3.341,5.79022e+05,3.27668e+03,4.53621e-18,5.37216e-11
35899375176.1,3.348,5.81146e+05,3.26690e+03,4.50210e-18,5.31893e-11
35967847761.8,3.354,5.83236e+05,3.25734e+03,4.46891e-18,5.26726e-11
36035139528.0,3.360,5.85291e+05,3.24798e+03,4.43660e-18,5.21709e-11
36101270838.0,3.366,5.87313e+05,3.23883e+03,4.40514e-18,5.16837e-11
36166261704.2,3.373,5.89302e+05,3.22988e+03,4.37451e-18,5.12104e-11
36230131793.5,3.378,5.91258e+05,3.22112e+03,4.34468e-18,5.07505e-11
36292900434.1,3.384,5.93182e+05,3.21255e+03,4.31562e-18,5.03036e-11
36354586620.5,3.390,5.95075e+05,3.20417e+03,4.28731e-18,4.98692e-11
36415209019.7,3.396,5.96936e+05,3.19596e+03,4.25972e-18,4.94469e-11
36474785977.1,3.401,5.98767e+05,3.18793e+03,4.23283e-18,4.90361e-11
36533335521.2,3.407,6.00568e+05,3.18007e+03,4.20662e-18,4.86366e-11
36590875370.2,3.412,6.02339e+05,3.17237e+03,4.18107e-18,4.82480e-11
36647422936.2,3.417,6.04081e+05,3.16484e+03,4.15616e-18,4.78698e-11
36702995331.3,3.423,6.05794e+05,3.15746e+03,4.13187e-18,4.75018e-11
36757609372.5,3.428,6.07479e+05,3.15024e+03,4.10817e-18,4.71436e-11
36811281586.8,3.433,6.09136e+05,3.14317e+03,4.08506e-18,4.67948e-11
36864028216.1,3.438,6.10766e+05,3.13625e+03,4.06251e-18,4.64552e-11
36915865222.2,3.442,6.12368e+05,3.12947e+03,4.04051e-18,4.61244e-11
36966808291.7,3.447,6.13944e+05,3.12283e+03,4.01903e-18,4.58022e-11
37016872840.7,3.452,6.15494e+05,3.11633e+03,3.99808e-18,4.54884e-11
37066074019.4,3.456,6.17018e+05,3.10996e+03,3.97762e-18,4.51825e-11
37114426716.8,3.461,6.18517e+05,3.10372e+03,3.95765e-18,4.48844e-11
37161945565.0,3.465,6.19990e+05,3.09761e+03,3.93815e-18,4.45939e-11
37208644943.8,3.470,6.21440e+05,3.09163e+03,3.91911e-18,4.43106e-11
37254538985.2,3.474,6.22865e+05,3.08576e+03,3.90052e-18,4.40345e-11
37299641577.2,3.478,6.24266e+05,3.08002e+03,3.88235e-18,4.37652e-11
37343966368.6,3.482,6.25644e+05,3.07439e+03,3.86461e-18,4.35025e-11
37387526772.7,3.486,6.26999e+05,3.06888e+03,3.84728e-18,4.32463e-11
37430335971.3,3.490,6.28332e+05,3.06347e+03,3.83035e-18,4.29964e-11
37472406919.2,3.494,6.29642e+05,3.05818e+03,3.81380e-18,4.27525e-11
37513752347.6,3.498,6.30930e+05,3.05299e+03,3.79763e-18,4.25145e-11
37554384768.2,3.502,6.32196e+05,3.04790e+03,3.78182e-18,4.22823e-11
37594316476.8,3.506,6.33442e+05,3.04292e+03,3.76637e-18,4.20556e-11
37633559557.5,3.509,6.34666e+05,3.03803e+03,3.75127e-18,4.18342e-11
37672125885.6,3.513,6.35870e+05,3.03324e+03,3.73650e-18,4.16182e-11
37710027131.8,3.516,6.37054e+05,3.02855e+03,3.72207e-18,4.14072e-11
37747274765.7,3.520,6.38218e+05,3.02394e+03,3.70795e-18,4.12011e-11
37783880058.8,3.523,6.39362e+05,3.01943e+03,3.69415e-18,4.09999e-11
37819854088.3,3.527,6.40488e+05,3.01501e+03,3.68064e-18,4.08033e-11
37855207740.6,3.530,6.41594e+05,3.01068e+03,3.66744e-18,4.06112e-11
37889951714.1,3.533,6.42681e+05,3.00642e+03,3.65452e-18,4.04236e-11
37924096522.8,3.536,6.43751e+05,3.00226e+03,3.64188e-18,4.02403e-11
37957652499.4,3.540,6.44802e+05,2.99817e+03,3.62952e-18,4.00611e-11
37990629798.4,3.543,6.45836e+05,2.99416e+03,3.61742e-18,3.98860e-11
38023038399.1,3.546,6.46852e+05,2.99023e+03,3.60559e-18,3.97149e-11
38054888108.9,3.549,6.47851e+05,2.98638e+03,3.59400e-18,3.95476e-11
38086188565.9,3.552,6.48833e+05,2.98260e+03,3.58267e-18,3.93841e-11
38116949242.0,3.554,6.49798e+05,2.97889e+03,3.57157e-18,3.92242e-11
38147179445.9,3.557,6.50748e+05,2.97526e+03,3.56071e-18,3.90678e-11
38176888325.6,3.560,6.51681e+05,2.97170e+03,3.55008e-18,3.89149e-11
38206084871.4,3.563,6.52598e+05,2.96820e+03,3.53967e-18,3.87654e-11
38234777918.6,3.565,6.53500e+05,2.96477e+03,3.52948e-18,3.86192e-11
38262976150.1,3.568,6.54387e+05,2.96140e+03,3.51951e-18,3.84761e-11
38290688099.1,3.571,6.55259e+05,2.95811e+03,3.50974e-18,3.83362e-11
38317922151.5,3.573,6.56116e+05,2.95487e+03,3.50018e-18,3.81993e-11
38344686548.8,3.576,6.56958e+05,2.95169e+03,3.49081e-18,3.80653e-11
38370989390.3,3.578,6.57786e+05,2.94858e+03,3.48164e-18,3.79343e-11
38396838635.5,3.581,6.58600e+05,2.94552e+03,3.47265e-18,3.78060e-11
38422242106.7,3.583,6.59401e+05,2.94252e+03,3.46385e-18,3.76805e-11
38447207491.5,3.585,6.60188e+05,2.93958e+03,3.45523e-18,3.75577e-11
38471742344.6,3.588,6.60961e+05,2.93670e+03,3.44679e-18,3.74375e-11
38495854090.7,3.590,6.61721e+05,2.93386e+03,3.43852e-18,3.73198e-11
38519550026.3,3.592,6.62469e+05,2.93109e+03,3.43041e-18,3.72046e-11
38542837322.1,3.594,6.63203e+05,2.92836e+03,3.42247e-18,3.70918e-11
38565723025.1,3.596,6.63926e+05,2.92568e+03,3.41470e-18,3.69814e-11
38588214061.0,3.598,6.64636e+05,2.92306e+03,3.40707e-18,3.68733e-11
38610317235.6,3.600,6.65333e+05,2.92048e+03,3.39960e-18,3.67674e-11
38632039237.9,3.602,6.66019e+05,2.91796e+03,3.39228e-18,3.66637e-11
38653386641.2,3.604,6.66694e+05,2.91548e+03,3.38511e-18,3.65622e-11
38674365905.4,3.606,6.67357e+05,2.91304e+03,3.37808e-18,3.64628e-11
38694983379.2,3.608,6.68008e+05,2.91065e+03,3.37119e-18,3.63654e-11
38715245301.7,3.610,6.68649e+05,2.90831e+03,3.36444e-18,3.62700e-11
38735157804.5,3.612,6.69278e+05,2.90601e+03,3.35782e-18,3.61766e-11
38754726913.3,3.614,6.69897e+05,2.90375e+03,3.35133e-18,3.60851e-11
38773958550.1,3.616,6.70506e+05,2.90153e+03,3.34497e-18,3.59954e-11
38792858534.5,3.617,6.71104e+05,2.89935e+03,3.33873e-18,3.59076e-11
38811432586.0,3.619,6.71691e+05,2.89722e+03,3.33262e-18,3.58215e-11
38829686325.3,3.621,6.72269e+05,2.89512e+03,3.32662e-18,3.57372e-11
38847625276.3,3.623,6.72837e+05,2.89307e+03,3.32074e-18,3.56545e-11
38865254867.4,3.624,6.73395e+05,2.89105e+03,3.31498e-18,3.55735e-11
38882580433.8,3.626,6.73944e+05,2.88906e+03,3.30933e-18,3.54942e-11
38899607218.3,3.627,6.74483e+05,2.88712e+03,3.30379e-18,3.54164e-11
38916340373.5,3.629,6.75014e+05,2.88521e+03,3.29836e-18,3.53402e-11
38932784963.0,3.631,6.75535e+05,2.88333e+03,3.29303e-18,3.52655e-11
38948945963.2,3.632,6.76047e+05,2.88149e+03,3.28781e-18,3.51923e-11
38964828264.7,3.633,6.76550e+05,2.87968e+03,3.28268e-18,3.51205e-11
38980436673.6,3.635,6.77045e+05,2.87791e+03,3.27765e-18,3.50501e-11
38995775913.2,3.636,6.77532e+05,2.87617e+03,3.27273e-18,3.49812e-11
39010850625.5,3.638,6.78010e+05,2.87446e+03,3.26789e-18,3.49136e-11
39025665372.2,3.639,6.78480e+05,2.87278e+03,3.26315e-18,3.48473e-11
39040224636.5,3.641,6.78941e+05,2.87113e+03,3.25850e-18,3.47823e-11
39054532824.2,3.642,6.79395e+05,2.86951e+03,3.25393e-18,3.47185e-11
39068594265.1,3.643,6.79842e+05,2.86792e+03,3.24946e-18,3.46561e-11
39082413214.5,3.644,6.80280e+05,2.86636e+03,3.24507e-18,3.45948e-11
39095993854.1,3.646,6.80711e+05,2.86483e+03,3.24076e-18,3.45347e-11
39109340293.7,3.647,6.81135e+05,2.86333e+03,3.23653e-18,3.44758e-11
39122456572.0,3.648,6.81552e+05,2.86185e+03,3.23239e-18,3.44180e-11
39135346658.2,3.649,6.81961e+05,2.86040e+03,3.22832e-18,3.43614e-11
39148014453.0,3.651,6.82363e+05,2.85897e+03,3.22433e-18,3.43058e-11
39160463789.9,3.652,6.82759e+05,2.85758e+03,3.22041e-18,3.42513e-11
39172698436.2,3.653,6.83148e+05,2.85620e+03,3.21657e-18,3.41978e-11
39184722094.2,3.654,6.83530e+05,2.85485e+03,3.21280e-18,3.41454e-11
39196538402.6,3.655,6.83905e+05,2.85353e+03,3.20910e-18,3.40940e-11
39208150937.0,3.656,6.84274e+05,2.85223e+03,3.20547e-18,3.40435e-11
39219563211.7,3.657,6.84637e+05,2.85095e+03,3.20190e-18,3.39941e-11
39230778680.0,3.658,6.84993e+05,2.84970e+03,3.19841e-18,3.39455e-11
39241800735.9,3.659,6.85344e+05,2.84847e+03,3.19498e-18,3.38979e-11
39252632715.0,3.660,6.85688e+05,2.84726e+03,3.19161e-18,3.38512e-11
39263277895.0,3.661,6.86027e+05,2.84607e+03,3.18831e-18,3.38053e-11
39273739497.3,3.662,6.86360e+05,2.84491e+03,3.18506e-18,3.37604e-11
39284020687.8,3.663,6.86687e+05,2.84376e+03,3.18188e-18,3.37163e-11
39294124577.8,3.664,6.87008e+05,2.84264e+03,3.17876e-18,3.36730e-11
39304054224.7,3.665,6.87324e+05,2.84153e+03,3.17569e-18,3.36305e-11
39313812633.4,3.666,6.87634e+05,2.84045e+03,3.17268e-18,3.35888e-11
39323402756.9,3.667,6.87939e+05,2.83938e+03,3.16973e-18,3.35479e-11
39332827497.4,3.668,6.88239e+05,2.83834e+03,3.16683e-18,3.35078e-11
39342089706.9,3.669,6.88534e+05,2.83731e+03,3.16398e-18,3.34684e-11
39351192188.3,3.670,6.88824e+05,2.83630e+03,3.16119e-18,3.34298e-11
39360137696.1,3.670,6.89109e+05,2.83531e+03,3.15845e-18,3.33919e-11
39368928937.3,3.671,6.89389e+05,2.83433e+03,3.15575e-18,3.33547e-11
39377568572.4,3.672,6.89664e+05,2.83338e+03,3.15311e-18,3.33181e-11
39386059215.6,3.673,6.89934e+05,2.83244e+03,3.15052e-18,3.32823e-11
39394403436.6,3.674,6.90200e+05,2.83151e+03,3.14797e-18,3.32471e-11
39402603760.2,3.674,6.90461e+05,2.83061e+03,3.14547e-18,3.32126e-11
