#Planet: 0.8000 Mjup, 1.5000 Rjup, 0.050 au 
#Star: 1.000 Msun, 1.778 Lsun 
#Spectrum: 1096 ergs/s/cm2, scaled-solar, [0.600,91.200] nm
#Tutorial example planet w/ 10xZ_solar H,He,C,O. Scaled solar spectrum.
r,r/Rp,v,T,rho,heat_ion
12195705340.7,1.137,2.77046e+03,7.38685e+03,8.18532e-15,5.31013e-08
12198695212.3,1.138,2.78647e+03,7.40239e+03,8.13429e-15,5.30489e-08
12201685083.8,1.138,2.80239e+03,7.41757e+03,8.08410e-15,5.29985e-08
12204674955.3,1.138,2.81823e+03,7.43239e+03,8.03473e-15,5.29502e-08
12207664826.9,1.138,2.83399e+03,7.44686e+03,7.98616e-15,5.29039e-08
12210654698.4,1.139,2.84965e+03,7.46097e+03,7.93837e-15,5.28596e-08
12213644569.9,1.139,2.86523e+03,7.47474e+03,7.89134e-15,5.28172e-08
12216634441.5,1.139,2.88073e+03,7.48816e+03,7.84505e-15,5.27767e-08
12219624313.0,1.139,2.89614e+03,7.50125e+03,7.79948e-15,5.27380e-08
12222614184.5,1.140,2.91147e+03,7.51400e+03,7.75462e-15,5.27012e-08
12225604056.1,1.140,2.92672e+03,7.52642e+03,7.71045e-15,5.26661e-08
12228593927.6,1.140,2.94188e+03,7.53853e+03,7.66695e-15,5.26328e-08
12231583799.1,1.141,2.95697e+03,7.55031e+03,7.62410e-15,5.26011e-08
12234573670.7,1.141,2.97198e+03,7.56179e+03,7.58188e-15,5.25711e-08
12237563542.2,1.141,2.98692e+03,7.57296e+03,7.54029e-15,5.25427e-08
12240553413.7,1.141,3.00178e+03,7.58383e+03,7.49929e-15,5.25158e-08
12243543285.3,1.142,3.01657e+03,7.59441e+03,7.45888e-15,5.24904e-08
12246533156.8,1.142,3.03128e+03,7.60470e+03,7.41904e-15,5.24664e-08
12249523028.3,1.142,3.04593e+03,7.61472e+03,7.37976e-15,5.24439e-08
12252512899.9,1.143,3.06052e+03,7.62446e+03,7.34101e-15,5.24227e-08
12255502771.4,1.143,3.07504e+03,7.63395e+03,7.30278e-15,5.24028e-08
12258492642.9,1.143,3.08949e+03,7.64317e+03,7.26507e-15,5.23842e-08
12261482514.5,1.143,3.10389e+03,7.65214e+03,7.22785e-15,5.23667e-08
12264472386.0,1.144,3.11823e+03,7.66087e+03,7.19110e-15,5.23505e-08
12267462257.5,1.144,3.13251e+03,7.66935e+03,7.15483e-15,5.23353e-08
12270452129.1,1.144,3.14674e+03,7.67761e+03,7.11901e-15,5.23213e-08
12273442000.6,1.145,3.16091e+03,7.68565e+03,7.08363e-15,5.23082e-08
12276431872.1,1.145,3.17504e+03,7.69347e+03,7.04867e-15,5.22961e-08
12279421743.7,1.145,3.18912e+03,7.70107e+03,7.01414e-15,5.22850e-08
12282411615.2,1.145,3.20315e+03,7.70848e+03,6.98000e-15,5.22748e-08
12285401486.7,1.146,3.21715e+03,7.71568e+03,6.94626e-15,5.22654e-08
12288391358.3,1.146,3.23110e+03,7.72270e+03,6.91290e-15,5.22568e-08
12291381229.8,1.146,3.24501e+03,7.72953e+03,6.87991e-15,5.22490e-08
12294371101.3,1.146,3.25889e+03,7.73618e+03,6.84728e-15,5.22419e-08
12297360972.9,1.147,3.27273e+03,7.74267e+03,6.81501e-15,5.22355e-08
12300350844.4,1.147,3.28655e+03,7.74898e+03,6.78307e-15,5.22297e-08
12303340715.9,1.147,3.30033e+03,7.75513e+03,6.75146e-15,5.22246e-08
12306330587.5,1.148,3.31408e+03,7.76113e+03,6.72017e-15,5.22200e-08
12309320459.0,1.148,3.32781e+03,7.76698e+03,6.68920e-15,5.22160e-08
12312310330.5,1.148,3.34151e+03,7.77269e+03,6.65853e-15,5.22125e-08
12315300202.1,1.148,3.35520e+03,7.77826e+03,6.62815e-15,5.22094e-08
12318290073.6,1.149,3.36886e+03,7.78369e+03,6.59807e-15,5.22068e-08
12321279945.1,1.149,3.38251e+03,7.78900e+03,6.56826e-15,5.22046e-08
12324269816.7,1.149,3.39613e+03,7.79418e+03,6.53873e-15,5.22028e-08
12327259688.2,1.150,3.40975e+03,7.79924e+03,6.50947e-15,5.22014e-08
12330249559.7,1.150,3.42335e+03,7.80419e+03,6.48046e-15,5.22002e-08
12333239431.3,1.150,3.43694e+03,7.80903e+03,6.45170e-15,5.21994e-08
12336229302.8,1.150,3.45052e+03,7.81376e+03,6.42320e-15,5.21988e-08
12339219174.3,1.151,3.46409e+03,7.81839e+03,6.39493e-15,5.21985e-08
12342209045.9,1.151,3.47766e+03,7.82293e+03,6.36689e-15,5.21984e-08
12345198917.4,1.151,3.49122e+03,7.82737e+03,6.33909e-15,5.21985e-08
12348188788.9,1.151,3.50478e+03,7.83172e+03,6.31151e-15,5.21988e-08
12351178660.5,1.152,3.51834e+03,7.83598e+03,6.28414e-15,5.21993e-08
12354168532.0,1.152,3.53190e+03,7.84017e+03,6.25699e-15,5.21998e-08
12357158403.5,1.152,3.54546e+03,7.84427e+03,6.23005e-15,5.22005e-08
12360148275.1,1.153,3.55902e+03,7.84829e+03,6.20331e-15,5.22013e-08
12363138146.6,1.153,3.57258e+03,7.85225e+03,6.17677e-15,5.22021e-08
12366128018.1,1.153,3.58615e+03,7.85613e+03,6.15042e-15,5.22031e-08
12369117889.7,1.153,3.59972e+03,7.85995e+03,6.12427e-15,5.22040e-08
12372107761.2,1.154,3.61330e+03,7.86370e+03,6.09830e-15,5.22050e-08
12375097632.7,1.154,3.62689e+03,7.86738e+03,6.07251e-15,5.22060e-08
12378087504.3,1.154,3.64049e+03,7.87101e+03,6.04691e-15,5.22070e-08
12381077375.8,1.155,3.65410e+03,7.87459e+03,6.02148e-15,5.22080e-08
12384067247.3,1.155,3.66772e+03,7.87810e+03,5.99622e-15,5.22090e-08
12387057118.9,1.155,3.68136e+03,7.88157e+03,5.97113e-15,5.22099e-08
12390046990.4,1.155,3.69500e+03,7.88498e+03,5.94621e-15,5.22107e-08
12393036861.9,1.156,3.70866e+03,7.88835e+03,5.92145e-15,5.22115e-08
12396026733.5,1.156,3.72234e+03,7.89167e+03,5.89685e-15,5.22122e-08
12399016605.0,1.156,3.73603e+03,7.89495e+03,5.87240e-15,5.22129e-08
12402006476.5,1.156,3.74974e+03,7.89818e+03,5.84812e-15,5.22134e-08
12404996348.1,1.157,3.76346e+03,7.90137e+03,5.82398e-15,5.22139e-08
12407986219.6,1.157,3.77721e+03,7.90452e+03,5.79999e-15,5.22142e-08
12410976091.1,1.157,3.79097e+03,7.90764e+03,5.77615e-15,5.22144e-08
12413965962.7,1.158,3.80475e+03,7.91072e+03,5.75246e-15,5.22144e-08
12416955834.2,1.158,3.81855e+03,7.91377e+03,5.72891e-15,5.22144e-08
12419945705.7,1.158,3.83237e+03,7.91678e+03,5.70550e-15,5.22142e-08
12422935577.3,1.158,3.84622e+03,7.91976e+03,5.68222e-15,5.22138e-08
12425925448.8,1.159,3.86008e+03,7.92271e+03,5.65909e-15,5.22133e-08
12428915320.3,1.159,3.87397e+03,7.92562e+03,5.63609e-15,5.22126e-08
12431905191.9,1.159,3.88788e+03,7.92852e+03,5.61322e-15,5.22117e-08
12434895063.4,1.160,3.90182e+03,7.93138e+03,5.59048e-15,5.22107e-08
12437884934.9,1.160,3.91578e+03,7.93422e+03,5.56787e-15,5.22095e-08
12440874806.5,1.160,3.92976e+03,7.93703e+03,5.54539e-15,5.22081e-08
12443864678.0,1.160,3.94377e+03,7.93982e+03,5.52304e-15,5.22066e-08
12446854549.5,1.161,3.95781e+03,7.94258e+03,5.50081e-15,5.22048e-08
12449844421.1,1.161,3.97187e+03,7.94533e+03,5.47870e-15,5.22028e-08
12452834292.6,1.161,3.98596e+03,7.94805e+03,5.45672e-15,5.22007e-08
12455824164.1,1.162,4.00007e+03,7.95075e+03,5.43485e-15,5.21983e-08
12458814035.7,1.162,4.01421e+03,7.95343e+03,5.41311e-15,5.21957e-08
12461803907.2,1.162,4.02838e+03,7.95609e+03,5.39148e-15,5.21930e-08
12464793778.7,1.162,4.04258e+03,7.95873e+03,5.36997e-15,5.21900e-08
12467783650.3,1.163,4.05681e+03,7.96135e+03,5.34857e-15,5.21868e-08
12470773521.8,1.163,4.07106e+03,7.96396e+03,5.32729e-15,5.21834e-08
12473763393.3,1.163,4.08535e+03,7.96655e+03,5.30612e-15,5.21797e-08
12476753264.9,1.163,4.09966e+03,7.96913e+03,5.28506e-15,5.21759e-08
12479743136.4,1.164,4.11400e+03,7.97168e+03,5.26411e-15,5.21718e-08
12482733007.9,1.164,4.12838e+03,7.97423e+03,5.24327e-15,5.21675e-08
12485722879.5,1.164,4.14278e+03,7.97676e+03,5.22254e-15,5.21630e-08
12488712751.0,1.165,4.15721e+03,7.97927e+03,5.20191e-15,5.21583e-08
12491702622.5,1.165,4.17168e+03,7.98177e+03,5.18140e-15,5.21533e-08
12494692494.1,1.165,4.18617e+03,7.98426e+03,5.16098e-15,5.21481e-08
12497682365.6,1.165,4.20070e+03,7.98673e+03,5.14068e-15,5.21427e-08
12500672237.1,1.166,4.21526e+03,7.98919e+03,5.12047e-15,5.21370e-08
12503662108.7,1.166,4.22985e+03,7.99164e+03,5.10037e-15,5.21312e-08
12506651980.2,1.166,4.24447e+03,7.99408e+03,5.08037e-15,5.21251e-08
12509641851.7,1.167,4.25912e+03,7.99651e+03,5.06047e-15,5.21187e-08
12512631723.3,1.167,4.27381e+03,7.99892e+03,5.04067e-15,5.21122e-08
12515621594.8,1.167,4.28852e+03,8.00133e+03,5.02097e-15,5.21054e-08
12518611466.3,1.167,4.30328e+03,8.00372e+03,5.00137e-15,5.20983e-08
12521601337.9,1.168,4.31806e+03,8.00610e+03,4.98187e-15,5.20911e-08
12524591209.4,1.168,4.33288e+03,8.00848e+03,4.96246e-15,5.20836e-08
12527581080.9,1.168,4.34773e+03,8.01084e+03,4.94315e-15,5.20758e-08
12530570952.5,1.168,4.36261e+03,8.01319e+03,4.92394e-15,5.20679e-08
12533560824.0,1.169,4.37753e+03,8.01554e+03,4.90482e-15,5.20597e-08
12536550695.5,1.169,4.39248e+03,8.01787e+03,4.88579e-15,5.20513e-08
12539540567.1,1.169,4.40747e+03,8.02020e+03,4.86686e-15,5.20426e-08
12542530438.6,1.170,4.42248e+03,8.02252e+03,4.84802e-15,5.20338e-08
12545520310.1,1.170,4.43754e+03,8.02483e+03,4.82927e-15,5.20247e-08
12548510181.7,1.170,4.45263e+03,8.02713e+03,4.81061e-15,5.20153e-08
12551500053.2,1.170,4.46775e+03,8.02942e+03,4.79204e-15,5.20058e-08
12554489924.7,1.171,4.48290e+03,8.03171e+03,4.77357e-15,5.19960e-08
12557479796.3,1.171,4.49810e+03,8.03398e+03,4.75518e-15,5.19860e-08
12560469667.8,1.171,4.51332e+03,8.03625e+03,4.73688e-15,5.19757e-08
12563459539.3,1.172,4.52858e+03,8.03852e+03,4.71867e-15,5.19652e-08
12566449410.9,1.172,4.54388e+03,8.04077e+03,4.70055e-15,5.19545e-08
12569439282.4,1.172,4.55921e+03,8.04302e+03,4.68251e-15,5.19436e-08
12572429153.9,1.172,4.57458e+03,8.04526e+03,4.66457e-15,5.19325e-08
12575419025.5,1.173,4.58998e+03,8.04749e+03,4.64670e-15,5.19211e-08
12578408897.0,1.173,4.60542e+03,8.04972e+03,4.62893e-15,5.19095e-08
12581398768.5,1.173,4.62089e+03,8.05194e+03,4.61123e-15,5.18977e-08
12584388640.1,1.174,4.63640e+03,8.05415e+03,4.59362e-15,5.18857e-08
12587378511.6,1.174,4.65195e+03,8.05636e+03,4.57610e-15,5.18734e-08
12590368383.1,1.174,4.66753e+03,8.05856e+03,4.55866e-15,5.18610e-08
12593358254.7,1.174,4.68314e+03,8.06075e+03,4.54130e-15,5.18483e-08
12596348126.2,1.175,4.69880e+03,8.06294e+03,4.52402e-15,5.18354e-08
12599337997.7,1.175,4.71449e+03,8.06512e+03,4.50683e-15,5.18223e-08
12602327869.3,1.175,4.73021e+03,8.06729e+03,4.48971e-15,5.18089e-08
12605317740.8,1.175,4.74597e+03,8.06946e+03,4.47268e-15,5.17954e-08
12608307612.3,1.176,4.76177e+03,8.07162e+03,4.45573e-15,5.17816e-08
12611297483.9,1.176,4.77761e+03,8.07378e+03,4.43885e-15,5.17677e-08
12614287355.4,1.176,4.79348e+03,8.07593e+03,4.42206e-15,5.17535e-08
12617277226.9,1.177,4.80939e+03,8.07807e+03,4.40534e-15,5.17391e-08
12620267098.5,1.177,4.82533e+03,8.08021e+03,4.38870e-15,5.17245e-08
12623256970.0,1.177,4.84132e+03,8.08234e+03,4.37214e-15,5.17097e-08
12626246841.5,1.177,4.85734e+03,8.08447e+03,4.35566e-15,5.16947e-08
12629236713.1,1.178,4.87339e+03,8.08659e+03,4.33925e-15,5.16794e-08
12632226584.6,1.178,4.88949e+03,8.08871e+03,4.32292e-15,5.16640e-08
12635216456.1,1.178,4.90562e+03,8.09082e+03,4.30667e-15,5.16484e-08
12638206327.7,1.179,4.92178e+03,8.09292e+03,4.29049e-15,5.16326e-08
12641196199.2,1.179,4.93799e+03,8.09502e+03,4.27439e-15,5.16165e-08
12644186070.7,1.179,4.95423e+03,8.09712e+03,4.25836e-15,5.16003e-08
12647175942.3,1.179,4.97051e+03,8.09920e+03,4.24241e-15,5.15839e-08
12650165813.8,1.180,4.98683e+03,8.10129e+03,4.22653e-15,5.15672e-08
12653155685.3,1.180,5.00319e+03,8.10337e+03,4.21072e-15,5.15504e-08
12656145556.9,1.180,5.01958e+03,8.10544e+03,4.19498e-15,5.15334e-08
12659135428.4,1.180,5.03601e+03,8.10751e+03,4.17932e-15,5.15162e-08
12662125299.9,1.181,5.05248e+03,8.10957e+03,4.16373e-15,5.14988e-08
12665115171.5,1.181,5.06899e+03,8.11163e+03,4.14821e-15,5.14811e-08
12668105043.0,1.181,5.08553e+03,8.11368e+03,4.13277e-15,5.14634e-08
12671094914.5,1.182,5.10212e+03,8.11572e+03,4.11739e-15,5.14454e-08
12674084786.1,1.182,5.11874e+03,8.11777e+03,4.10208e-15,5.14272e-08
12677074657.6,1.182,5.13540e+03,8.11980e+03,4.08685e-15,5.14088e-08
12680064529.1,1.182,5.15209e+03,8.12184e+03,4.07168e-15,5.13903e-08
12683054400.7,1.183,5.16883e+03,8.12386e+03,4.05659e-15,5.13715e-08
12686044272.2,1.183,5.18561e+03,8.12589e+03,4.04156e-15,5.13526e-08
12689034143.7,1.183,5.20242e+03,8.12790e+03,4.02660e-15,5.13335e-08
12692024015.3,1.184,5.21927e+03,8.12991e+03,4.01171e-15,5.13142e-08
12695013886.8,1.184,5.23616e+03,8.13192e+03,3.99688e-15,5.12947e-08
12698003758.3,1.184,5.25309e+03,8.13392e+03,3.98213e-15,5.12751e-08
12700993629.9,1.184,5.27006e+03,8.13592e+03,3.96744e-15,5.12553e-08
12703983501.4,1.185,5.28706e+03,8.13792e+03,3.95281e-15,5.12352e-08
12706973372.9,1.185,5.30411e+03,8.13990e+03,3.93826e-15,5.12151e-08
12709963244.5,1.185,5.32119e+03,8.14189e+03,3.92377e-15,5.11947e-08
12712953116.0,1.185,5.33832e+03,8.14387e+03,3.90934e-15,5.11741e-08
12715942987.5,1.186,5.35548e+03,8.14584e+03,3.89498e-15,5.11534e-08
12718932859.1,1.186,5.37268e+03,8.14781e+03,3.88069e-15,5.11325e-08
12721922730.6,1.186,5.38992e+03,8.14977e+03,3.86645e-15,5.11115e-08
12724912602.1,1.187,5.40720e+03,8.15173e+03,3.85229e-15,5.10902e-08
12727902473.7,1.187,5.42452e+03,8.15369e+03,3.83818e-15,5.10688e-08
12730892345.2,1.187,5.44188e+03,8.15564e+03,3.82414e-15,5.10473e-08
12733882216.7,1.187,5.45927e+03,8.15758e+03,3.81017e-15,5.10255e-08
12736872088.3,1.188,5.47671e+03,8.15953e+03,3.79625e-15,5.10036e-08
12739861959.8,1.188,5.49419e+03,8.16146e+03,3.78240e-15,5.09815e-08
12742851831.3,1.188,5.51170e+03,8.16339e+03,3.76861e-15,5.09593e-08
12745841702.9,1.189,5.52926e+03,8.16532e+03,3.75489e-15,5.09369e-08
12748831574.4,1.189,5.54685e+03,8.16724e+03,3.74122e-15,5.09143e-08
12751821445.9,1.189,5.56449e+03,8.16916e+03,3.72761e-15,5.08915e-08
12754811317.5,1.189,5.58217e+03,8.17108e+03,3.71407e-15,5.08686e-08
12757801189.0,1.190,5.59988e+03,8.17299e+03,3.70058e-15,5.08456e-08
12760791060.5,1.190,5.61763e+03,8.17489e+03,3.68716e-15,5.08224e-08
12763780932.0,1.190,5.63543e+03,8.17679e+03,3.67379e-15,5.07990e-08
12766770803.6,1.191,5.65326e+03,8.17869e+03,3.66049e-15,5.07754e-08
12769760675.1,1.191,5.67114e+03,8.18058e+03,3.64724e-15,5.07518e-08
12772750546.6,1.191,5.68906e+03,8.18247e+03,3.63406e-15,5.07279e-08
12775740418.2,1.191,5.70701e+03,8.18435e+03,3.62093e-15,5.07039e-08
12778730289.7,1.192,5.72501e+03,8.18623e+03,3.60786e-15,5.06797e-08
12781720161.2,1.192,5.74304e+03,8.18810e+03,3.59484e-15,5.06554e-08
12784762498.3,1.192,5.76144e+03,8.19000e+03,3.58166e-15,5.06305e-08
12787858221.6,1.192,5.78020e+03,8.19193e+03,3.56831e-15,5.06050e-08
12791008267.8,1.193,5.79933e+03,8.19389e+03,3.55478e-15,5.05789e-08
12794213590.3,1.193,5.81885e+03,8.19588e+03,3.54109e-15,5.05522e-08
12797475159.1,1.193,5.83875e+03,8.19790e+03,3.52722e-15,5.05248e-08
12800793961.0,1.194,5.85906e+03,8.19995e+03,3.51317e-15,5.04967e-08
12804171000.5,1.194,5.87977e+03,8.20203e+03,3.49895e-15,5.04680e-08
12807607299.4,1.194,5.90090e+03,8.20414e+03,3.48455e-15,5.04386e-08
12811103897.7,1.195,5.92246e+03,8.20628e+03,3.46997e-15,5.04085e-08
12814661853.4,1.195,5.94445e+03,8.20845e+03,3.45521e-15,5.03776e-08
12818282243.3,1.195,5.96689e+03,8.21065e+03,3.44028e-15,5.03460e-08
12821966162.8,1.196,5.98978e+03,8.21289e+03,3.42516e-15,5.03136e-08
12825714727.0,1.196,6.01314e+03,8.21516e+03,3.40986e-15,5.02804e-08
12829529070.0,1.196,6.03697e+03,8.21746e+03,3.39438e-15,5.02465e-08
12833410346.1,1.197,6.06130e+03,8.21980e+03,3.37871e-15,5.02117e-08
12837359730.0,1.197,6.08612e+03,8.22217e+03,3.36286e-15,5.01760e-08
12841378416.6,1.197,6.11145e+03,8.22457e+03,3.34683e-15,5.01395e-08
12845467622.3,1.198,6.13730e+03,8.22701e+03,3.33061e-15,5.01021e-08
12849628584.3,1.198,6.16369e+03,8.22948e+03,3.31420e-15,5.00637e-08
12853862561.8,1.199,6.19062e+03,8.23198e+03,3.29761e-15,5.00244e-08
12858170836.2,1.199,6.21811e+03,8.23453e+03,3.28083e-15,4.99842e-08
12862554711.1,1.199,6.24617e+03,8.23710e+03,3.26387e-15,4.99430e-08
12867015513.1,1.200,6.27482e+03,8.23972e+03,3.24671e-15,4.99007e-08
12871554592.3,1.200,6.30406e+03,8.24237e+03,3.22937e-15,4.98575e-08
12876173322.1,1.201,6.33392e+03,8.24505e+03,3.21184e-15,4.98131e-08
12880873100.2,1.201,6.36441e+03,8.24777e+03,3.19413e-15,4.97677e-08
12885655348.9,1.202,6.39554e+03,8.25053e+03,3.17622e-15,4.97212e-08
12890521515.4,1.202,6.42732e+03,8.25333e+03,3.15813e-15,4.96735e-08
12895473072.1,1.203,6.45978e+03,8.25617e+03,3.13984e-15,4.96246e-08
12900511517.6,1.203,6.49293e+03,8.25904e+03,3.12137e-15,4.95745e-08
12905638376.4,1.203,6.52679e+03,8.26195e+03,3.10272e-15,4.95232e-08
12910855200.2,1.204,6.56136e+03,8.26490e+03,3.08387e-15,4.94707e-08
12916163567.5,1.204,6.59668e+03,8.26789e+03,3.06484e-15,4.94168e-08
12921565084.7,1.205,6.63276e+03,8.27092e+03,3.04562e-15,4.93616e-08
12927061386.5,1.205,6.66962e+03,8.27398e+03,3.02622e-15,4.93051e-08
12932654136.0,1.206,6.70727e+03,8.27709e+03,3.00663e-15,4.92471e-08
12938345025.7,1.207,6.74573e+03,8.28024e+03,2.98685e-15,4.91877e-08
12944135777.7,1.207,6.78504e+03,8.28342e+03,2.96689e-15,4.91269e-08
12950028144.5,1.208,6.82520e+03,8.28665e+03,2.94675e-15,4.90646e-08
12956023909.1,1.208,6.86624e+03,8.28992e+03,2.92643e-15,4.90007e-08
12962124885.9,1.209,6.90818e+03,8.29322e+03,2.90593e-15,4.89352e-08
12968332921.2,1.209,6.95104e+03,8.29657e+03,2.88524e-15,4.88681e-08
12974649893.5,1.210,6.99485e+03,8.29996e+03,2.86438e-15,4.87994e-08
12981077714.6,1.210,7.03964e+03,8.30339e+03,2.84334e-15,4.87290e-08
12987618329.4,1.211,7.08541e+03,8.30686e+03,2.82213e-15,4.86568e-08
12994273717.4,1.212,7.13221e+03,8.31037e+03,2.80074e-15,4.85829e-08
13001045892.6,1.212,7.18006e+03,8.31392e+03,2.77918e-15,4.85071e-08
13007936904.2,1.213,7.22898e+03,8.31751e+03,2.75744e-15,4.84295e-08
13014948837.6,1.214,7.27900e+03,8.32115e+03,2.73555e-15,4.83499e-08
13022083814.7,1.214,7.33015e+03,8.32482e+03,2.71348e-15,4.82684e-08
13029343994.6,1.215,7.38247e+03,8.32854e+03,2.69125e-15,4.81849e-08
13036731574.4,1.216,7.43597e+03,8.33229e+03,2.66886e-15,4.80993e-08
13044248789.7,1.216,7.49070e+03,8.33609e+03,2.64631e-15,4.80116e-08
13051897915.2,1.217,7.54668e+03,8.33993e+03,2.62360e-15,4.79218e-08
13059681265.8,1.218,7.60395e+03,8.34380e+03,2.60073e-15,4.78297e-08
13067601196.6,1.219,7.66255e+03,8.34772e+03,2.57772e-15,4.77354e-08
13075660104.5,1.219,7.72250e+03,8.35168e+03,2.55455e-15,4.76388e-08
13083860428.2,1.220,7.78385e+03,8.35568e+03,2.53124e-15,4.75397e-08
13092204649.1,1.221,7.84663e+03,8.35971e+03,2.50779e-15,4.74383e-08
13100695292.4,1.222,7.91089e+03,8.36379e+03,2.48420e-15,4.73343e-08
13109334927.4,1.222,7.97666e+03,8.36790e+03,2.46047e-15,4.72279e-08
13118126168.6,1.223,8.04398e+03,8.37205e+03,2.43661e-15,4.71187e-08
13127071676.4,1.224,8.11290e+03,8.37624e+03,2.41262e-15,4.70070e-08
13136174157.8,1.225,8.18346e+03,8.38047e+03,2.38850e-15,4.68924e-08
13145436367.3,1.226,8.25571e+03,8.38473e+03,2.36426e-15,4.67751e-08
13154861107.8,1.227,8.32969e+03,8.38903e+03,2.33991e-15,4.66549e-08
13164451231.4,1.228,8.40546e+03,8.39336e+03,2.31544e-15,4.65318e-08
13174209640.1,1.229,8.48307e+03,8.39773e+03,2.29086e-15,4.64056e-08
13184139287.0,1.229,8.56256e+03,8.40213e+03,2.26617e-15,4.62764e-08
13194243176.9,1.230,8.64399e+03,8.40657e+03,2.24139e-15,4.61440e-08
13204524367.4,1.231,8.72741e+03,8.41104e+03,2.21651e-15,4.60083e-08
13214985969.8,1.232,8.81289e+03,8.41553e+03,2.19153e-15,4.58694e-08
13225631149.8,1.233,8.90049e+03,8.42006e+03,2.16647e-15,4.57270e-08
13236463128.8,1.234,8.99026e+03,8.42462e+03,2.14133e-15,4.55812e-08
13247485184.7,1.235,9.08227e+03,8.42920e+03,2.11611e-15,4.54319e-08
13258700653.1,1.236,9.17659e+03,8.43381e+03,2.09082e-15,4.52789e-08
13270112927.7,1.237,9.27328e+03,8.43845e+03,2.06546e-15,4.51221e-08
13281725462.1,1.239,9.37241e+03,8.44311e+03,2.04005e-15,4.49616e-08
13293541770.5,1.240,9.47406e+03,8.44779e+03,2.01457e-15,4.47972e-08
13305565428.6,1.241,9.57831e+03,8.45250e+03,1.98905e-15,4.46287e-08
13317800074.8,1.242,9.68522e+03,8.45722e+03,1.96348e-15,4.44562e-08
13330249411.7,1.243,9.79489e+03,8.46197e+03,1.93787e-15,4.42795e-08
13342917206.6,1.244,9.90739e+03,8.46673e+03,1.91222e-15,4.40985e-08
13355807292.8,1.245,1.00228e+04,8.47150e+03,1.88656e-15,4.39131e-08
13368923571.1,1.247,1.01413e+04,8.47629e+03,1.86087e-15,4.37233e-08
13382270010.6,1.248,1.02628e+04,8.48109e+03,1.83516e-15,4.35288e-08
13395850650.2,1.249,1.03876e+04,8.48590e+03,1.80944e-15,4.33297e-08
13409669599.6,1.250,1.05156e+04,8.49072e+03,1.78373e-15,4.31258e-08
13423731040.6,1.252,1.06471e+04,8.49555e+03,1.75801e-15,4.29170e-08
13438039228.2,1.253,1.07821e+04,8.50038e+03,1.73231e-15,4.27031e-08
13452598492.5,1.254,1.09207e+04,8.50521e+03,1.70662e-15,4.24841e-08
13467413239.2,1.256,1.10630e+04,8.51005e+03,1.68096e-15,4.22599e-08
13482487951.5,1.257,1.12092e+04,8.51488e+03,1.65532e-15,4.20303e-08
13497827191.2,1.259,1.13595e+04,8.51971e+03,1.62973e-15,4.17953e-08
13513435600.0,1.260,1.15138e+04,8.52454e+03,1.60417e-15,4.15547e-08
13529317901.5,1.262,1.16723e+04,8.52936e+03,1.57866e-15,4.13084e-08
13545478901.7,1.263,1.18353e+04,8.53416e+03,1.55321e-15,4.10562e-08
13561923491.2,1.265,1.20028e+04,8.53896e+03,1.52783e-15,4.07982e-08
13578656646.4,1.266,1.21750e+04,8.54375e+03,1.50251e-15,4.05341e-08
13595683430.9,1.268,1.23520e+04,8.54852e+03,1.47727e-15,4.02638e-08
13613008997.3,1.269,1.25340e+04,8.55327e+03,1.45212e-15,3.99873e-08
13630638588.5,1.271,1.27211e+04,8.55801e+03,1.42706e-15,3.97044e-08
13648577539.4,1.273,1.29136e+04,8.56272e+03,1.40209e-15,3.94150e-08
13666831278.7,1.274,1.31116e+04,8.56741e+03,1.37723e-15,3.91191e-08
13685405330.2,1.276,1.33153e+04,8.57208e+03,1.35248e-15,3.88164e-08
13704305314.6,1.278,1.35249e+04,8.57672e+03,1.32785e-15,3.85070e-08
13723536951.4,1.280,1.37406e+04,8.58134e+03,1.30335e-15,3.81907e-08
13743106060.2,1.282,1.39625e+04,8.58592e+03,1.27898e-15,3.78674e-08
13763018563.0,1.283,1.41910e+04,8.59048e+03,1.25475e-15,3.75371e-08
13783280485.5,1.285,1.44262e+04,8.59500e+03,1.23067e-15,3.71997e-08
13803897959.3,1.287,1.46683e+04,8.59949e+03,1.20674e-15,3.68551e-08
13824877223.5,1.289,1.49177e+04,8.60395e+03,1.18297e-15,3.65033e-08
13846224626.8,1.291,1.51744e+04,8.60837e+03,1.15937e-15,3.61443e-08
13867946629.1,1.293,1.54388e+04,8.61275e+03,1.13595e-15,3.57780e-08
13890049803.8,1.295,1.57112e+04,8.61710e+03,1.11271e-15,3.54044e-08
13912540839.6,1.297,1.59918e+04,8.62140e+03,1.08965e-15,3.50234e-08
13935426542.6,1.299,1.62808e+04,8.62566e+03,1.06679e-15,3.46352e-08
13958713838.4,1.302,1.65786e+04,8.62989e+03,1.04414e-15,3.42397e-08
13982409774.0,1.304,1.68855e+04,8.63407e+03,1.02169e-15,3.38370e-08
14006521520.1,1.306,1.72017e+04,8.63820e+03,9.99458e-16,3.34271e-08
14031056373.2,1.308,1.75276e+04,8.64229e+03,9.77447e-16,3.30101e-08
14056021758.0,1.311,1.78635e+04,8.64634e+03,9.55664e-16,3.25862e-08
14081425229.3,1.313,1.82097e+04,8.65033e+03,9.34115e-16,3.21553e-08
14107274474.5,1.316,1.85666e+04,8.65428e+03,9.12806e-16,3.17178e-08
