#Planet: 0.8000 Mjup, 1.5000 Rjup, 0.050 au 
#Star: 1.000 Msun, 1.778 Lsun 
#Spectrum: 1096 ergs/s/cm2, scaled-solar, [0.620,91.165] nm
#Tutorial example planet w/ 10xZ_solar H,He,C,O. Scaled solar spectrum.
r,r/Rp,v,T,rho,heat_ion
57208163819.4,5.335,1.29146e+06,1.60262e+03,8.03323e-19,5.55657e-12
57231407769.2,5.337,1.29229e+06,1.60167e+03,8.02158e-19,5.54618e-12
57254651719.1,5.339,1.29311e+06,1.60072e+03,8.00995e-19,5.53582e-12
57277895668.9,5.341,1.29394e+06,1.59977e+03,7.99834e-19,5.52549e-12
57301139618.8,5.343,1.29476e+06,1.59883e+03,7.98675e-19,5.51517e-12
57324383568.7,5.346,1.29559e+06,1.59788e+03,7.97519e-19,5.50489e-12
57347627518.5,5.348,1.29642e+06,1.59694e+03,7.96365e-19,5.49462e-12
57370871468.4,5.350,1.29724e+06,1.59600e+03,7.95213e-19,5.48438e-12
57394115418.2,5.352,1.29807e+06,1.59505e+03,7.94064e-19,5.47416e-12
57417359368.1,5.354,1.29889e+06,1.59411e+03,7.92916e-19,5.46397e-12
57440603318.0,5.356,1.29972e+06,1.59317e+03,7.91771e-19,5.45380e-12
57463847267.8,5.359,1.30055e+06,1.59224e+03,7.90628e-19,5.44365e-12
57487091217.7,5.361,1.30137e+06,1.59130e+03,7.89487e-19,5.43353e-12
57510335167.6,5.363,1.30220e+06,1.59036e+03,7.88348e-19,5.42343e-12
57533579117.4,5.365,1.30303e+06,1.58943e+03,7.87212e-19,5.41335e-12
57556823067.3,5.367,1.30385e+06,1.58849e+03,7.86078e-19,5.40330e-12
57580067017.1,5.369,1.30468e+06,1.58756e+03,7.84946e-19,5.39327e-12
57603310967.0,5.372,1.30550e+06,1.58662e+03,7.83816e-19,5.38326e-12
57626554916.9,5.374,1.30633e+06,1.58569e+03,7.82688e-19,5.37328e-12
57649798866.7,5.376,1.30716e+06,1.58476e+03,7.81562e-19,5.36332e-12
57673042816.6,5.378,1.30798e+06,1.58383e+03,7.80439e-19,5.35338e-12
57696286766.4,5.380,1.30881e+06,1.58290e+03,7.79317e-19,5.34346e-12
57719530716.3,5.382,1.30964e+06,1.58198e+03,7.78198e-19,5.33357e-12
57742774666.2,5.385,1.31047e+06,1.58105e+03,7.77081e-19,5.32370e-12
57766018616.0,5.387,1.31129e+06,1.58012e+03,7.75966e-19,5.31385e-12
57789262565.9,5.389,1.31212e+06,1.57920e+03,7.74854e-19,5.30403e-12
57812506515.7,5.391,1.31295e+06,1.57828e+03,7.73743e-19,5.29422e-12
57835750465.6,5.393,1.31377e+06,1.57735e+03,7.72635e-19,5.28444e-12
57858994415.5,5.395,1.31460e+06,1.57643e+03,7.71528e-19,5.27468e-12
57882238365.3,5.398,1.31543e+06,1.57551e+03,7.70424e-19,5.26495e-12
57905482315.2,5.400,1.31625e+06,1.57459e+03,7.69322e-19,5.25523e-12
57928726265.0,5.402,1.31708e+06,1.57367e+03,7.68222e-19,5.24554e-12
57951970214.9,5.404,1.31791e+06,1.57276e+03,7.67124e-19,5.23587e-12
57975214164.8,5.406,1.31874e+06,1.57184e+03,7.66028e-19,5.22622e-12
57998458114.6,5.408,1.31956e+06,1.57092e+03,7.64934e-19,5.21660e-12
58021702064.5,5.411,1.32039e+06,1.57001e+03,7.63842e-19,5.20699e-12
58044946014.3,5.413,1.32122e+06,1.56910e+03,7.62752e-19,5.19741e-12
58068189964.2,5.415,1.32205e+06,1.56818e+03,7.61665e-19,5.18785e-12
58091433914.1,5.417,1.32287e+06,1.56727e+03,7.60579e-19,5.17831e-12
58114677863.9,5.419,1.32370e+06,1.56636e+03,7.59496e-19,5.16879e-12
58137921813.8,5.421,1.32453e+06,1.56545e+03,7.58414e-19,5.15930e-12
58161165763.6,5.424,1.32536e+06,1.56454e+03,7.57335e-19,5.14982e-12
58184409713.5,5.426,1.32619e+06,1.56364e+03,7.56258e-19,5.14037e-12
58207653663.4,5.428,1.32701e+06,1.56273e+03,7.55182e-19,5.13094e-12
58230897613.2,5.430,1.32784e+06,1.56182e+03,7.54109e-19,5.12153e-12
58254141563.1,5.432,1.32867e+06,1.56092e+03,7.53038e-19,5.11214e-12
58277385513.0,5.434,1.32950e+06,1.56001e+03,7.51969e-19,5.10277e-12
58300629462.8,5.437,1.33032e+06,1.55911e+03,7.50902e-19,5.09342e-12
58323873412.7,5.439,1.33115e+06,1.55821e+03,7.49836e-19,5.08410e-12
58347117362.5,5.441,1.33198e+06,1.55731e+03,7.48773e-19,5.07479e-12
58370361312.4,5.443,1.33281e+06,1.55641e+03,7.47712e-19,5.06551e-12
58393605262.3,5.445,1.33364e+06,1.55551e+03,7.46653e-19,5.05625e-12
58416849212.1,5.447,1.33447e+06,1.55461e+03,7.45596e-19,5.04700e-12
58440093162.0,5.450,1.33529e+06,1.55371e+03,7.44541e-19,5.03778e-12
58463337111.8,5.452,1.33612e+06,1.55282e+03,7.43488e-19,5.02858e-12
58486581061.7,5.454,1.33695e+06,1.55192e+03,7.42436e-19,5.01940e-12
58509825011.6,5.456,1.33778e+06,1.55103e+03,7.41387e-19,5.01024e-12
58533068961.4,5.458,1.33861e+06,1.55014e+03,7.40340e-19,5.00110e-12
58556312911.3,5.460,1.33944e+06,1.54924e+03,7.39295e-19,4.99198e-12
58579556861.1,5.463,1.34027e+06,1.54835e+03,7.38252e-19,4.98289e-12
58602800811.0,5.465,1.34109e+06,1.54746e+03,7.37210e-19,4.97381e-12
58626044760.9,5.467,1.34192e+06,1.54657e+03,7.36171e-19,4.96475e-12
58649288710.7,5.469,1.34275e+06,1.54568e+03,7.35133e-19,4.95571e-12
58672532660.6,5.471,1.34358e+06,1.54480e+03,7.34098e-19,4.94670e-12
58695776610.4,5.473,1.34441e+06,1.54391e+03,7.33064e-19,4.93770e-12
58719020560.3,5.476,1.34524e+06,1.54302e+03,7.32033e-19,4.92872e-12
58742264510.2,5.478,1.34607e+06,1.54214e+03,7.31003e-19,4.91976e-12
58765508460.0,5.480,1.34690e+06,1.54125e+03,7.29975e-19,4.91083e-12
58788752409.9,5.482,1.34772e+06,1.54037e+03,7.28950e-19,4.90191e-12
58811996359.7,5.484,1.34855e+06,1.53949e+03,7.27926e-19,4.89301e-12
58835240309.6,5.486,1.34938e+06,1.53861e+03,7.26904e-19,4.88413e-12
58858484259.5,5.489,1.35021e+06,1.53773e+03,7.25884e-19,4.87527e-12
58881728209.3,5.491,1.35104e+06,1.53685e+03,7.24866e-19,4.86644e-12
58904972159.2,5.493,1.35187e+06,1.53597e+03,7.23849e-19,4.85762e-12
58928216109.0,5.495,1.35270e+06,1.53509e+03,7.22835e-19,4.84882e-12
58951460058.9,5.497,1.35353e+06,1.53422e+03,7.21823e-19,4.84004e-12
58974704008.8,5.499,1.35436e+06,1.53334e+03,7.20812e-19,4.83128e-12
58997947958.6,5.502,1.35519e+06,1.53247e+03,7.19803e-19,4.82253e-12
59021191908.5,5.504,1.35602e+06,1.53159e+03,7.18797e-19,4.81381e-12
59044435858.3,5.506,1.35685e+06,1.53072e+03,7.17792e-19,4.80511e-12
59067679808.2,5.508,1.35768e+06,1.52985e+03,7.16789e-19,4.79643e-12
59090923758.1,5.510,1.35851e+06,1.52898e+03,7.15787e-19,4.78776e-12
59114167707.9,5.512,1.35934e+06,1.52811e+03,7.14788e-19,4.77911e-12
59137411657.8,5.515,1.36017e+06,1.52724e+03,7.13791e-19,4.77049e-12
59160655607.7,5.517,1.36100e+06,1.52637e+03,7.12795e-19,4.76188e-12
59183899557.5,5.519,1.36183e+06,1.52550e+03,7.11801e-19,4.75329e-12
59207143507.4,5.521,1.36266e+06,1.52464e+03,7.10809e-19,4.74472e-12
59230387457.2,5.523,1.36349e+06,1.52377e+03,7.09819e-19,4.73617e-12
59253631407.1,5.525,1.36431e+06,1.52291e+03,7.08831e-19,4.72764e-12
59276875357.0,5.528,1.36514e+06,1.52204e+03,7.07845e-19,4.71912e-12
59300119306.8,5.530,1.36597e+06,1.52118e+03,7.06860e-19,4.71063e-12
59323363256.7,5.532,1.36681e+06,1.52032e+03,7.05877e-19,4.70215e-12
59346607206.5,5.534,1.36764e+06,1.51946e+03,7.04896e-19,4.69369e-12
59369851156.4,5.536,1.36847e+06,1.51860e+03,7.03917e-19,4.68525e-12
59393095106.3,5.538,1.36930e+06,1.51774e+03,7.02940e-19,4.67683e-12
59416339056.1,5.541,1.37013e+06,1.51688e+03,7.01964e-19,4.66843e-12
59439583006.0,5.543,1.37096e+06,1.51603e+03,7.00991e-19,4.66005e-12
59462826955.8,5.545,1.37179e+06,1.51517e+03,7.00019e-19,4.65168e-12
59486070905.7,5.547,1.37262e+06,1.51431e+03,6.99049e-19,4.64333e-12
59509314855.6,5.549,1.37345e+06,1.51346e+03,6.98080e-19,4.63500e-12
59532558805.4,5.551,1.37428e+06,1.51261e+03,6.97114e-19,4.62669e-12
59555802755.3,5.554,1.37511e+06,1.51175e+03,6.96149e-19,4.61840e-12
59579046705.1,5.556,1.37594e+06,1.51090e+03,6.95186e-19,4.61012e-12
59602290655.0,5.558,1.37677e+06,1.51005e+03,6.94225e-19,4.60186e-12
59625534604.9,5.560,1.37760e+06,1.50920e+03,6.93265e-19,4.59362e-12
59648778554.7,5.562,1.37843e+06,1.50835e+03,6.92308e-19,4.58540e-12
59672022504.6,5.564,1.37926e+06,1.50750e+03,6.91352e-19,4.57719e-12
59695266454.4,5.567,1.38009e+06,1.50665e+03,6.90398e-19,4.56901e-12
59718510404.3,5.569,1.38092e+06,1.50581e+03,6.89445e-19,4.56084e-12
59741754354.2,5.571,1.38175e+06,1.50496e+03,6.88495e-19,4.55269e-12
59764998304.0,5.573,1.38258e+06,1.50412e+03,6.87546e-19,4.54455e-12
59788242253.9,5.575,1.38342e+06,1.50327e+03,6.86599e-19,4.53644e-12
59811486203.7,5.577,1.38425e+06,1.50243e+03,6.85653e-19,4.52834e-12
59834730153.6,5.580,1.38508e+06,1.50159e+03,6.84710e-19,4.52026e-12
59857974103.5,5.582,1.38591e+06,1.50075e+03,6.83768e-19,4.51219e-12
59881218053.3,5.584,1.38674e+06,1.49991e+03,6.82828e-19,4.50414e-12
59904462003.2,5.586,1.38757e+06,1.49907e+03,6.81889e-19,4.49611e-12
59927705953.1,5.588,1.38840e+06,1.49823e+03,6.80952e-19,4.48810e-12
59950949902.9,5.590,1.38923e+06,1.49739e+03,6.80017e-19,4.48011e-12
59974193852.8,5.593,1.39006e+06,1.49655e+03,6.79084e-19,4.47213e-12
59997437802.6,5.595,1.39090e+06,1.49572e+03,6.78152e-19,4.46417e-12
60020681752.5,5.597,1.39173e+06,1.49488e+03,6.77222e-19,4.45622e-12
60043925702.4,5.599,1.39256e+06,1.49405e+03,6.76294e-19,4.44829e-12
60067169652.2,5.601,1.39339e+06,1.49321e+03,6.75368e-19,4.44038e-12
60090413602.1,5.603,1.39422e+06,1.49238e+03,6.74443e-19,4.43249e-12
60113657551.9,5.606,1.39505e+06,1.49155e+03,6.73520e-19,4.42461e-12
60136901501.8,5.608,1.39588e+06,1.49072e+03,6.72598e-19,4.41675e-12
60160145451.7,5.610,1.39672e+06,1.48989e+03,6.71678e-19,4.40891e-12
60183389401.5,5.612,1.39755e+06,1.48906e+03,6.70760e-19,4.40108e-12
60206633351.4,5.614,1.39838e+06,1.48823e+03,6.69844e-19,4.39327e-12
60229877301.2,5.616,1.39921e+06,1.48740e+03,6.68929e-19,4.38548e-12
60253121251.1,5.619,1.40004e+06,1.48658e+03,6.68016e-19,4.37770e-12
60276365201.0,5.621,1.40087e+06,1.48575e+03,6.67104e-19,4.36994e-12
60299609150.8,5.623,1.40171e+06,1.48492e+03,6.66195e-19,4.36220e-12
60322853100.7,5.625,1.40254e+06,1.48410e+03,6.65287e-19,4.35447e-12
60346097050.5,5.627,1.40337e+06,1.48328e+03,6.64380e-19,4.34676e-12
60369341000.4,5.629,1.40420e+06,1.48245e+03,6.63475e-19,4.33906e-12
60392584950.3,5.632,1.40503e+06,1.48163e+03,6.62572e-19,4.33138e-12
60415828900.1,5.634,1.40587e+06,1.48081e+03,6.61670e-19,4.32372e-12
60439072850.0,5.636,1.40670e+06,1.47999e+03,6.60770e-19,4.31607e-12
60462316799.8,5.638,1.40753e+06,1.47917e+03,6.59872e-19,4.30844e-12
60485560749.7,5.640,1.40836e+06,1.47835e+03,6.58976e-19,4.30083e-12
60508804699.6,5.642,1.40920e+06,1.47754e+03,6.58080e-19,4.29323e-12
60532048649.4,5.645,1.41003e+06,1.47672e+03,6.57187e-19,4.28565e-12
60555292599.3,5.647,1.41086e+06,1.47590e+03,6.56295e-19,4.27808e-12
60578536549.1,5.649,1.41169e+06,1.47509e+03,6.55405e-19,4.27053e-12
60601780499.0,5.651,1.41252e+06,1.47427e+03,6.54516e-19,4.26299e-12
60625024448.9,5.653,1.41336e+06,1.47346e+03,6.53629e-19,4.25547e-12
60648268398.7,5.655,1.41419e+06,1.47265e+03,6.52744e-19,4.24797e-12
60671512348.6,5.658,1.41502e+06,1.47184e+03,6.51860e-19,4.24048e-12
60694756298.4,5.660,1.41585e+06,1.47103e+03,6.50978e-19,4.23301e-12
60718000248.3,5.662,1.41669e+06,1.47022e+03,6.50098e-19,4.22555e-12
60741244198.2,5.664,1.41752e+06,1.46941e+03,6.49219e-19,4.21811e-12
60764488148.0,5.666,1.41835e+06,1.46860e+03,6.48341e-19,4.21068e-12
60787732097.9,5.668,1.41918e+06,1.46779e+03,6.47465e-19,4.20327e-12
60810976047.8,5.671,1.42002e+06,1.46698e+03,6.46591e-19,4.19588e-12
60834219997.6,5.673,1.42085e+06,1.46618e+03,6.45718e-19,4.18850e-12
60857463947.5,5.675,1.42168e+06,1.46537e+03,6.44847e-19,4.18113e-12
60880707897.3,5.677,1.42252e+06,1.46457e+03,6.43978e-19,4.17378e-12
60903951847.2,5.679,1.42335e+06,1.46377e+03,6.43110e-19,4.16645e-12
60927195797.1,5.681,1.42418e+06,1.46296e+03,6.42243e-19,4.15913e-12
60950439746.9,5.684,1.42501e+06,1.46216e+03,6.41378e-19,4.15182e-12
60973683696.8,5.686,1.42585e+06,1.46136e+03,6.40515e-19,4.14453e-12
60996927646.6,5.688,1.42668e+06,1.46056e+03,6.39653e-19,4.13726e-12
61020171596.5,5.690,1.42751e+06,1.45976e+03,6.38793e-19,4.13000e-12
61043415546.4,5.692,1.42835e+06,1.45896e+03,6.37934e-19,4.12275e-12
61066659496.2,5.694,1.42918e+06,1.45816e+03,6.37077e-19,4.11552e-12
61089903446.1,5.697,1.43001e+06,1.45737e+03,6.36222e-19,4.10831e-12
61113147395.9,5.699,1.43085e+06,1.45657e+03,6.35367e-19,4.10111e-12
61136391345.8,5.701,1.43168e+06,1.45577e+03,6.34515e-19,4.09392e-12
61159635295.7,5.703,1.43251e+06,1.45498e+03,6.33664e-19,4.08675e-12
61182879245.5,5.705,1.43335e+06,1.45419e+03,6.32814e-19,4.07960e-12
61206123195.4,5.708,1.43418e+06,1.45339e+03,6.31966e-19,4.07245e-12
61229367145.2,5.710,1.43501e+06,1.45260e+03,6.31120e-19,4.06533e-12
61252611095.1,5.712,1.43585e+06,1.45181e+03,6.30275e-19,4.05821e-12
61275855045.0,5.714,1.43668e+06,1.45102e+03,6.29431e-19,4.05112e-12
61299098994.8,5.716,1.43751e+06,1.45023e+03,6.28590e-19,4.04403e-12
61322342944.7,5.718,1.43835e+06,1.44944e+03,6.27749e-19,4.03696e-12
61345586894.5,5.721,1.43918e+06,1.44865e+03,6.26910e-19,4.02991e-12
61368830844.4,5.723,1.44001e+06,1.44786e+03,6.26073e-19,4.02287e-12
61392074794.3,5.725,1.44085e+06,1.44708e+03,6.25237e-19,4.01584e-12
61415318744.1,5.727,1.44168e+06,1.44629e+03,6.24402e-19,4.00883e-12
61438562694.0,5.729,1.44252e+06,1.44551e+03,6.23569e-19,4.00183e-12
61461806643.8,5.731,1.44335e+06,1.44472e+03,6.22738e-19,3.99484e-12
61485050593.7,5.734,1.44418e+06,1.44394e+03,6.21908e-19,3.98787e-12
61508294543.6,5.736,1.44502e+06,1.44315e+03,6.21079e-19,3.98091e-12
61531538493.4,5.738,1.44585e+06,1.44237e+03,6.20252e-19,3.97397e-12
61554782443.3,5.740,1.44668e+06,1.44159e+03,6.19426e-19,3.96704e-12
61578026393.2,5.742,1.44752e+06,1.44081e+03,6.18602e-19,3.96013e-12
61601270343.0,5.744,1.44835e+06,1.44003e+03,6.17780e-19,3.95323e-12
61624514292.9,5.747,1.44919e+06,1.43925e+03,6.16958e-19,3.94634e-12
61647758242.7,5.749,1.45002e+06,1.43847e+03,6.16139e-19,3.93947e-12
61671002192.6,5.751,1.45086e+06,1.43770e+03,6.15320e-19,3.93261e-12
61694246142.5,5.753,1.45169e+06,1.43692e+03,6.14503e-19,3.92576e-12
61717490092.3,5.755,1.45252e+06,1.43614e+03,6.13688e-19,3.91893e-12
61740734042.2,5.757,1.45336e+06,1.43537e+03,6.12874e-19,3.91211e-12
61763977992.0,5.760,1.45419e+06,1.43459e+03,6.12061e-19,3.90530e-12
61787221941.9,5.762,1.45503e+06,1.43382e+03,6.11250e-19,3.89851e-12
61810465891.8,5.764,1.45586e+06,1.43305e+03,6.10441e-19,3.89173e-12
61833709841.6,5.766,1.45670e+06,1.43228e+03,6.09632e-19,3.88496e-12
61856953791.5,5.768,1.45753e+06,1.43150e+03,6.08826e-19,3.87821e-12
61880197741.3,5.770,1.45836e+06,1.43073e+03,6.08020e-19,3.87147e-12
61903441691.2,5.773,1.45920e+06,1.42996e+03,6.07216e-19,3.86475e-12
61926685641.1,5.775,1.46003e+06,1.42920e+03,6.06414e-19,3.85803e-12
61949929590.9,5.777,1.46087e+06,1.42843e+03,6.05612e-19,3.85133e-12
61973173540.8,5.779,1.46170e+06,1.42766e+03,6.04813e-19,3.84465e-12
61996417490.6,5.781,1.46254e+06,1.42689e+03,6.04014e-19,3.83797e-12
62019661440.5,5.783,1.46337e+06,1.42613e+03,6.03217e-19,3.83131e-12
62042905390.4,5.786,1.46421e+06,1.42536e+03,6.02422e-19,3.82467e-12
62066149340.2,5.788,1.46504e+06,1.42460e+03,6.01628e-19,3.81803e-12
62089393290.1,5.790,1.46588e+06,1.42383e+03,6.00835e-19,3.81141e-12
62112637239.9,5.792,1.46671e+06,1.42307e+03,6.00044e-19,3.80480e-12
62135881189.8,5.794,1.46755e+06,1.42231e+03,5.99254e-19,3.79820e-12
62159125139.7,5.796,1.46838e+06,1.42155e+03,5.98465e-19,3.79162e-12
62182369089.5,5.799,1.46922e+06,1.42079e+03,5.97678e-19,3.78505e-12
62205613039.4,5.801,1.47005e+06,1.42003e+03,5.96892e-19,3.77849e-12
62228856989.2,5.803,1.47089e+06,1.41927e+03,5.96108e-19,3.77195e-12
62252100939.1,5.805,1.47172e+06,1.41851e+03,5.95325e-19,3.76541e-12
62275344889.0,5.807,1.47256e+06,1.41775e+03,5.94543e-19,3.75889e-12
62298588838.8,5.809,1.47339e+06,1.41699e+03,5.93763e-19,3.75239e-12
62321832788.7,5.812,1.47423e+06,1.41624e+03,5.92984e-19,3.74589e-12
62345076738.5,5.814,1.47506e+06,1.41548e+03,5.92206e-19,3.73941e-12
62368320688.4,5.816,1.47590e+06,1.41473e+03,5.91430e-19,3.73294e-12
62391564638.3,5.818,1.47673e+06,1.41397e+03,5.90655e-19,3.72648e-12
62414808588.1,5.820,1.47757e+06,1.41322e+03,5.89882e-19,3.72003e-12
62438052538.0,5.822,1.47840e+06,1.41246e+03,5.89110e-19,3.71360e-12
62461296487.9,5.825,1.47924e+06,1.41171e+03,5.88339e-19,3.70718e-12
62484540437.7,5.827,1.48007e+06,1.41096e+03,5.87569e-19,3.70077e-12
62507784387.6,5.829,1.48091e+06,1.41021e+03,5.86801e-19,3.69437e-12
62531028337.4,5.831,1.48174e+06,1.40946e+03,5.86035e-19,3.68798e-12
62554272287.3,5.833,1.48258e+06,1.40871e+03,5.85269e-19,3.68161e-12
62577516237.2,5.835,1.48341e+06,1.40796e+03,5.84505e-19,3.67525e-12
62600760187.0,5.838,1.48425e+06,1.40722e+03,5.83742e-19,3.66890e-12
62624004136.9,5.840,1.48509e+06,1.40647e+03,5.82981e-19,3.66256e-12
62647248086.7,5.842,1.48592e+06,1.40572e+03,5.82221e-19,3.65623e-12
62670492036.6,5.844,1.48676e+06,1.40498e+03,5.81462e-19,3.64992e-12
62693735986.5,5.846,1.48759e+06,1.40423e+03,5.80704e-19,3.64362e-12
62716979936.3,5.848,1.48843e+06,1.40349e+03,5.79948e-19,3.63732e-12
62740223886.2,5.851,1.48926e+06,1.40275e+03,5.79193e-19,3.63104e-12
62763467836.0,5.853,1.49010e+06,1.40200e+03,5.78440e-19,3.62478e-12
62786711785.9,5.855,1.49094e+06,1.40126e+03,5.77688e-19,3.61852e-12
62809955735.8,5.857,1.49177e+06,1.40052e+03,5.76937e-19,3.61228e-12
62833199685.6,5.859,1.49261e+06,1.39978e+03,5.76187e-19,3.60604e-12
62856443635.5,5.861,1.49344e+06,1.39904e+03,5.75439e-19,3.59982e-12
62879687585.3,5.864,1.49428e+06,1.39830e+03,5.74692e-19,3.59361e-12
62902931535.2,5.866,1.49511e+06,1.39756e+03,5.73946e-19,3.58741e-12
62926175485.1,5.868,1.49595e+06,1.39682e+03,5.73201e-19,3.58122e-12
62949419434.9,5.870,1.49679e+06,1.39609e+03,5.72458e-19,3.57504e-12
62972663384.8,5.872,1.49762e+06,1.39535e+03,5.71716e-19,3.56888e-12
62995907334.6,5.874,1.49846e+06,1.39462e+03,5.70976e-19,3.56272e-12
63019151284.5,5.877,1.49930e+06,1.39388e+03,5.70236e-19,3.55658e-12
63042395234.4,5.879,1.50013e+06,1.39315e+03,5.69498e-19,3.55045e-12
63065639184.2,5.881,1.50097e+06,1.39241e+03,5.68762e-19,3.54433e-12
63088883134.1,5.883,1.50180e+06,1.39168e+03,5.68026e-19,3.53822e-12
63112127083.9,5.885,1.50264e+06,1.39095e+03,5.67292e-19,3.53212e-12
63135371033.8,5.887,1.50348e+06,1.39022e+03,5.66559e-19,3.52603e-12
63158614983.7,5.890,1.50431e+06,1.38949e+03,5.65827e-19,3.51995e-12
63181858933.5,5.892,1.50515e+06,1.38876e+03,5.65097e-19,3.51388e-12
63205102883.4,5.894,1.50599e+06,1.38803e+03,5.64368e-19,3.50783e-12
63228346833.3,5.896,1.50682e+06,1.38730e+03,5.63640e-19,3.50178e-12
63251590783.1,5.898,1.50766e+06,1.38657e+03,5.62913e-19,3.49575e-12
63274834733.0,5.900,1.50850e+06,1.38584e+03,5.62188e-19,3.48972e-12
63298078682.8,5.903,1.50933e+06,1.38512e+03,5.61463e-19,3.48371e-12
63321322632.7,5.905,1.51017e+06,1.38439e+03,5.60741e-19,3.47770e-12
63344566582.6,5.907,1.51100e+06,1.38366e+03,5.60019e-19,3.47171e-12
63367810532.4,5.909,1.51184e+06,1.38294e+03,5.59298e-19,3.46573e-12
63391054482.3,5.911,1.51268e+06,1.38222e+03,5.58579e-19,3.45976e-12
63414298432.1,5.913,1.51351e+06,1.38149e+03,5.57861e-19,3.45379e-12
63437542382.0,5.916,1.51435e+06,1.38077e+03,5.57144e-19,3.44784e-12
63460786331.9,5.918,1.51519e+06,1.38005e+03,5.56429e-19,3.44190e-12
63484030281.7,5.920,1.51603e+06,1.37933e+03,5.55715e-19,3.43597e-12
63507274231.6,5.922,1.51686e+06,1.37861e+03,5.55002e-19,3.43005e-12
63530518181.4,5.924,1.51770e+06,1.37789e+03,5.54290e-19,3.42414e-12
63553762131.3,5.926,1.51854e+06,1.37717e+03,5.53579e-19,3.41824e-12
63577006081.2,5.929,1.51937e+06,1.37645e+03,5.52870e-19,3.41234e-12
63600250031.0,5.931,1.52021e+06,1.37573e+03,5.52161e-19,3.40646e-12
63623493980.9,5.933,1.52105e+06,1.37501e+03,5.51454e-19,3.40059e-12
63646737930.7,5.935,1.52188e+06,1.37430e+03,5.50749e-19,3.39473e-12
63669981880.6,5.937,1.52272e+06,1.37358e+03,5.50044e-19,3.38888e-12
63693225830.5,5.939,1.52356e+06,1.37287e+03,5.49341e-19,3.38304e-12
63716469780.3,5.942,1.52440e+06,1.37215e+03,5.48639e-19,3.37720e-12
63739713730.2,5.944,1.52523e+06,1.37144e+03,5.47938e-19,3.37138e-12
63762957680.0,5.946,1.52607e+06,1.37073e+03,5.47238e-19,3.36557e-12
63786201629.9,5.948,1.52691e+06,1.37001e+03,5.46539e-19,3.35976e-12
63809445579.8,5.950,1.52774e+06,1.36930e+03,5.45842e-19,3.35397e-12
63832689529.6,5.952,1.52858e+06,1.36859e+03,5.45146e-19,3.34818e-12
63855933479.5,5.955,1.52942e+06,1.36788e+03,5.44450e-19,3.34241e-12
63879177429.3,5.957,1.53026e+06,1.36717e+03,5.43757e-19,3.33664e-12
63902421379.2,5.959,1.53109e+06,1.36646e+03,5.43064e-19,3.33088e-12
63925665329.1,5.961,1.53193e+06,1.36575e+03,5.42372e-19,3.32514e-12
63948909278.9,5.963,1.53277e+06,1.36504e+03,5.41682e-19,3.31940e-12
63972153228.8,5.965,1.53361e+06,1.36434e+03,5.40993e-19,3.31367e-12
63995397178.6,5.968,1.53444e+06,1.36363e+03,5.40305e-19,3.30795e-12
64018641128.5,5.970,1.53528e+06,1.36292e+03,5.39618e-19,3.30224e-12
64041885078.4,5.972,1.53612e+06,1.36222e+03,5.38932e-19,3.29653e-12
64065129028.2,5.974,1.53696e+06,1.36151e+03,5.38248e-19,3.29084e-12
64088372978.1,5.976,1.53779e+06,1.36081e+03,5.37565e-19,3.28516e-12
64111616928.0,5.978,1.53863e+06,1.36011e+03,5.36882e-19,3.27948e-12
64134860877.8,5.981,1.53947e+06,1.35940e+03,5.36201e-19,3.27381e-12
64158104827.7,5.983,1.54031e+06,1.35870e+03,5.35522e-19,3.26815e-12
64181348777.5,5.985,1.54114e+06,1.35800e+03,5.34843e-19,3.26250e-12
64204592727.4,5.987,1.54198e+06,1.35730e+03,5.34165e-19,3.25686e-12
64227836677.3,5.989,1.54282e+06,1.35660e+03,5.33489e-19,3.25123e-12
64251080627.1,5.991,1.54366e+06,1.35590e+03,5.32814e-19,3.24560e-12
64274324577.0,5.994,1.54450e+06,1.35520e+03,5.32139e-19,3.23999e-12
64297568526.8,5.996,1.54533e+06,1.35450e+03,5.31466e-19,3.23438e-12
64320812476.7,5.998,1.54617e+06,1.35380e+03,5.30795e-19,3.22878e-12
64344056426.6,6.000,1.54701e+06,1.35311e+03,5.30124e-19,3.22319e-12
64367300376.4,6.002,1.54785e+06,1.35241e+03,5.29454e-19,3.21761e-12
64390544326.3,6.004,1.54869e+06,1.35171e+03,5.28786e-19,3.21203e-12
64413788276.1,6.007,1.54952e+06,1.35102e+03,5.28118e-19,3.20646e-12
64437032226.0,6.009,1.55036e+06,1.35032e+03,5.27452e-19,3.20090e-12
64460276175.9,6.011,1.55120e+06,1.34963e+03,5.26787e-19,3.19535e-12
