x, y
1.005882403529442, 731.2140779110196
1.0276318165790899, 1713.7349511577854
1.0608364365018619, 2955.722699212375
1.0797994478796686, 3985.311856950259
1.100310460186276, 5332.552803992526
1.1099080659448395, 6791.6696232172
1.1249236749542049, 8196.385912628019
1.1544130926478555, 9303.554956361313
1.1852957111774267, 10108.446273563706
1.2291041374624825, 10832.919416258663
1.2882377729426637, 11310.934506492584
1.383207629924578, 11591.925069183282
1.535917921550753, 11415.478133352255
1.6494637896782738, 11082.68880531706
1.7676536605921962, 10687.220605974597
1.8627009176205505, 10363.89223964616
1.9716027829616696, 10005.79483904539
2.0986936592161953, 9602.757870337518
2.2292675375605224, 9229.522931005937
2.3744700246820147, 8812.5310437806
2.505043903026342, 8479.268667660068
2.6347663808598285, 8178.646609427848
2.7755570653342394, 7883.701128219684
2.924861754917053, 7573.145060195369
3.092510255506153, 7271.340381749805
3.27873476724086, 6970.008751389579
3.489495093697056, 6631.069798244991
3.678196406917844, 6381.063885143925
3.8764953258971953, 6109.061236074647
4.069995441997265, 5907.306227678044
4.2911273746764245, 5636.48619882211
4.535634121380473, 5413.207502542634
4.725883435530061, 5232.030085858228
5.019694011816407, 4996.215615317297
5.212420127452076, 4841.765415454481
5.4834750900850535, 4663.189763239433
5.741913845148307, 4469.949620378911
6.05693203415922, 4282.622578585113
6.419086851452111, 4059.5804063483056
6.8189354913612945, 3877.9299415785617
7.281478168886901, 3653.705149128409
7.624282974569784, 3510.608103313702
7.861127116676269, 3413.8697698621063
8.179550907730544, 3295.371224484969
8.650220590132353, 3123.1817214219827
9.216634129980477, 2926.6302419640956
9.662690597614358, 2823.5057593604392
10.206658123994874, 2662.4328863028927
10.765873459524075, 2525.958513682916
11.289407373644424, 2402.4929634097307
11.996688998013399, 2264.3629224910715
12.534928920957352, 2160.2923437167387
13.300879780527868, 2044.3955628089598
14.102434661460796, 1916.4360557250648
14.895552937331761, 1808.8176163106982
