#nspecies: 2
#vars: r,rho,v,T,Ys_HI,Ys_HeI,Ncol_HI,Ncol_HeI,q,z
#scales: 4.24146083900000000e+09,1.00000000000000008e-15,9.08356129930352559e+05,1.00000000000000000e+04,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+17,1.00000000000000000e+17,1.00000000000000000e+00,4.24146083900000000e+09
#plnt_prms: 3.51355398741800022e+29,4.24146083900000000e+09,1.98841600000000008e+33,7.48000000000000000e+11,1.09571297712599994e+03,3.82800000000000026e+33
#phys_prms: 8.00012634901499986e-01,1.99987365098499986e-01,HI,HeI,1.67330000000000013e-24,6.64647907219800005e-24,2.29999999999999982e+00
#bcs: 1.08819718469399995e+00,1.08428010771000007e+01,2.46636405422700009e+04,1.32909203510700014e-01,1.00000000000000000e+00,1.00000000000000000e+00,4.44691918686900001e-02,7.51648587003699974e-03,2.88463347890299988e-04,1.61718238414000008e-04
#tech: 1.00000000000000000e+00,1.00000000000000000e+02,2.50000000000000000e+00,9.89999999999999991e-01 
#flags: 1,1,1.00000,1 
#add_prms: 0
#spec_prms: 59,2,2009-01-01,scaled-solar,full,5.99999999999999946e-08,9.11999999999999908e-06,5.99999999999999946e-08,9.11999999999999908e-06,5.99999999999999946e-08,9.11999999999999908e-06,2.17896099200000002e-11,3.93975373479999963e-11
# $hc/\lambda_i$, $w_i\phi_{\lambda_i}$, $\sigma_{\lambda_i,HI}$, $\sigma_{\lambda_i,HeI}$
## 2.14987807364942771e-09,1.77091858523965674e+06,4.25793655006500015e-24,1.26746559244311880e-22
## 9.61106134573369658e-10,1.02878964474762008e+07,6.23122128184504585e-23,1.77471325611878826e-21
## 4.94608757554403367e-10,3.67547886211590692e+07,5.47039521131898536e-22,1.46448306043241408e-20
## 3.01006607346919125e-10,1.17181583729475453e+08,2.68998839588870599e-21,6.64993039395677976e-20
## 2.07206099304089124e-10,1.56741269044000179e+08,8.72612581219755106e-21,1.95602827274052419e-19
## 1.56251022454355950e-10,8.38961877362068146e+07,2.09575159460715549e-20,4.20657284786794756e-19
## 1.26520064694998861e-10,3.46159084546684265e+08,4.00279432796035386e-20,7.18876858763751715e-19
## 1.08645216546127141e-10,9.61640633679677963e+08,6.35596237068802952e-20,1.03465781762409749e-18
## 9.81777901111045163e-11,4.11611577306109965e+08,8.62569096537809456e-20,1.30380766559704870e-18
## 9.29287863614583528e-11,1.41095722667876869e+08,1.01716504664393197e-19,1.47263811322036770e-18
## 9.09980785346591729e-11,4.05639472800232470e+07,1.08314611989376259e-19,1.54175388985008095e-18
## 8.96205955236234199e-11,9.34752129370855838e+07,1.13369478133228250e-19,1.59363359523989214e-18
## 8.73078047247450785e-11,1.45360502424941063e+08,1.22576749350185496e-19,1.68591747196803857e-18
## 8.43011650935915211e-11,1.94662087602347583e+08,1.36074822829647123e-19,1.81650645734956592e-18
## 8.08762810725767895e-11,2.36429245545443952e+08,1.53938380887324283e-19,1.98177043767487580e-18
## 7.72962372497597281e-11,2.52765300773392051e+08,1.76062402967569832e-19,2.17622043764065140e-18
## 7.37817741860174029e-11,1.93137421408658445e+08,2.02038273289105700e-19,2.39235068332086662e-18
## 7.04996022429732852e-11,3.14166048055729330e+08,2.31050749284842205e-19,2.62073481891044732e-18
## 6.75642827840512221e-11,1.02516039203461671e+09,2.61826399474836663e-19,2.85039495870468776e-18
## 6.50474393922009528e-11,1.26619225094794750e+09,2.92659304701219130e-19,3.06942331068122061e-18
## 6.29892388646731360e-11,6.99180299471373439e+08,3.21526577653776302e-19,3.26579835832231124e-18
## 6.14091050708452841e-11,2.45692689544154435e+08,3.46286919001343902e-19,3.42829751547210319e-18
## 6.03143205082259938e-11,8.33287935978241116e+07,3.64934980468137592e-19,3.54738602960709454e-18
## 5.97060663280159358e-11,2.80430747450265810e+07,3.75870871544122598e-19,3.61598972341573941e-18
## 5.87553564320472199e-11,1.31115613752516076e+08,3.93846866795489048e-19,3.72687897331188265e-18
## 5.63176431149758325e-11,4.11932260813093007e+08,4.45431731728557363e-19,4.03315606789500877e-18
## 5.27766002102266920e-11,3.82968239569325924e+08,5.37521414370738911e-19,4.54193129385212544e-18
## 4.90480854577426943e-11,1.08013114276688129e+08,6.63783709770296830e-19,5.17509568261082345e-18
## 4.58116260623238098e-11,1.40596505452419370e+08,8.07169951958265270e-19,5.82198487459648048e-18
## 4.34407009388161560e-11,1.54000661289791167e+08,9.39274647141040056e-19,6.36266724184098061e-18
## 4.20935896350337335e-11,9.18298568328818381e+07,1.02728553869597537e-18,6.69779146606271179e-18
## 4.14270345325281183e-11,7.83686885984750241e+07,1.07489460833583596e-18,6.87155766285362899e-18
## 4.04097580915177396e-11,2.00694556732806236e+08,1.15335785292942189e-18,7.14729166985912710e-18
## 3.89208400061050453e-11,2.20288550471221179e+08,1.28249629381917546e-18,0.00000000000000000e+00
## 3.73660295885385513e-11,1.47137272964700997e+08,1.43865910043392869e-18,0.00000000000000000e+00
## 3.60894168669384546e-11,2.41039970456241786e+08,1.58629129152969639e-18,0.00000000000000000e+00
## 3.53149421338729606e-11,1.19049186160425767e+08,1.68577376572931428e-18,0.00000000000000000e+00
## 3.49513436836332264e-11,7.46205385037596375e+07,1.73534400730410705e-18,0.00000000000000000e+00
## 3.44896290628050267e-11,2.04171979215645760e+08,1.80112144809172128e-18,0.00000000000000000e+00
## 3.37508190056268646e-11,3.23973129286543012e+08,1.91344385179483268e-18,0.00000000000000000e+00
## 3.28626153638998745e-11,2.74287302508638859e+08,2.06115139131590293e-18,0.00000000000000000e+00
## 3.19606195211275799e-11,4.79590671333141983e+08,2.22708368687720361e-18,0.00000000000000000e+00
## 3.11630272475294635e-11,3.42686046614867210e+08,2.38893626714040334e-18,0.00000000000000000e+00
## 3.05586149871312709e-11,7.27904271149230450e+07,2.52216308240055359e-18,0.00000000000000000e+00
## 3.02050780008262052e-11,1.45268992818523310e+07,2.60470103278948076e-18,0.00000000000000000e+00
## 2.99055425912248695e-11,3.01442299436764717e+07,2.67746825931279024e-18,0.00000000000000000e+00
## 2.92340675901749049e-11,1.21038506125728607e+08,2.85071408280105570e-18,0.00000000000000000e+00
## 2.82097559565517632e-11,3.22176730200809419e+08,3.14495274472444279e-18,0.00000000000000000e+00
## 2.70633169078825499e-11,2.06816733888625890e+08,3.52430831588244960e-18,0.00000000000000000e+00
## 2.60064209687396050e-11,6.29366743842920899e+08,3.93002613772255574e-18,0.00000000000000000e+00
## 2.51926576627569443e-11,5.75608928988435388e+08,4.28589340501735731e-18,0.00000000000000000e+00
## 2.47144528953154852e-11,1.85292538075680286e+08,4.51527165753020587e-18,0.00000000000000000e+00
## 2.44901513069173570e-11,1.27785378332836881e+08,4.62851913419129321e-18,0.00000000000000000e+00
## 2.41715809731057383e-11,4.09514983110934258e+08,4.79597348405856591e-18,0.00000000000000000e+00
## 2.36735775030492151e-11,8.88974825112975955e+08,5.07434132046943878e-18,0.00000000000000000e+00
## 2.30982262911462724e-11,9.41782013356489301e+08,5.42348438899813511e-18,0.00000000000000000e+00
## 2.25501776476107371e-11,1.10964686664239836e+09,5.78655568445668292e-18,0.00000000000000000e+00
## 2.21161445907484058e-11,1.14217673417929673e+09,6.09748995228607669e-18,0.00000000000000000e+00
## 2.18560153265489689e-11,6.48343602592212319e+08,6.29461320707056903e-18,0.00000000000000000e+00
1.08819718469399995e+00,2.46636405422700009e+04,4.05395305399539957e-06,1.32909203510700014e-01,1.00000000000000000e+00,1.00000000000000000e+00,5.31253434053296769e+03,3.34221818042328721e+02,0.00000000000000000e+00,3.88106756385175800e+00 
1.08858529145038507e+00,2.37598945004052548e+04,4.20515061540697910e-06,1.32838804844566061e-01,9.99995137795791189e-01,9.99983985980862800e-01,5.12198162632903768e+03,3.22229570089570814e+02,1.00000000000000005e-04,3.88106756385175800e+00 
1.08897339820677019e+00,2.28676176585488029e+04,4.36611743009491123e-06,1.32901664145913007e-01,9.99999387741459134e-01,9.99997958618099148e-01,4.93849654473244937e+03,3.10682124906259958e+02,2.00000000000000010e-04,3.88106756385175800e+00 
1.08936150496315554e+00,2.20293238753710430e+04,4.52903371192259693e-06,1.32840958830850314e-01,9.99995213437501307e-01,9.99984040559409482e-01,4.76182146791789910e+03,2.99563260497582633e+02,2.99999999999999974e-04,3.88106756385175800e+00 
1.08974961171954066e+00,2.12046556631301137e+04,4.70181989559677483e-06,1.32894349941135692e-01,9.99998787219156249e-01,9.99995916358411008e-01,4.59169040550061709e+03,2.88856244628842717e+02,4.00000000000000019e-04,3.88106756385175800e+00 
1.09013771847592578e+00,2.04271058647791542e+04,4.87731697799993843e-06,1.32842545235004411e-01,9.99995224437468022e-01,9.99983880859134477e-01,4.42786426842955825e+03,2.78546023351797146e+02,5.00000000000000010e-04,3.88106756385175800e+00 
1.09052582523231090e+00,1.96647293575229960e+04,5.06279754567123881e-06,1.32887272187748012e-01,9.99998195244409693e-01,9.99993862755394369e-01,4.27009797876443372e+03,2.68617179292937351e+02,6.00000000000000164e-04,3.88106756385175800e+00 
1.09091393198869624e+00,1.89435575375328226e+04,5.25179566753634964e-06,1.32843536577681554e-01,9.99995170993097315e-01,9.99983505151993191e-01,4.11816963781376489e+03,2.59055741513313933e+02,6.99999999999999993e-04,3.88106756385175800e+00 
1.09130203874508136e+00,1.82385827480853295e+04,5.45091246976375521e-06,1.32880433117151087e-01,9.99997608276268934e-01,9.99991786622171031e-01,3.97185340150830916e+03,2.49847502029174706e+02,8.00000000000000038e-04,3.88106756385175800e+00 
1.09169014550146648e+00,1.75697374588337516e+04,5.65439405821380961e-06,1.32843912709035422e-01,9.99995053669453515e-01,9.99982911960666909e-01,3.83094332227402447e+03,2.40979494763884929e+02,8.99999999999999867e-04,3.88106756385175800e+00 
1.09207825225785160e+00,1.69176688756285548e+04,5.86816041608199234e-06,1.32873825335811380e-01,9.99997022461343921e-01,9.99989675836470582e-01,3.69523123894625223e+03,2.32438623664988313e+02,1.00000000000000002e-03,3.88106756385175800e+00 
1.09246635901423694e+00,1.62973881543312364e+04,6.08717455277868919e-06,1.32843661236547339e-01,9.99994873194608780e-01,9.99982099392965784e-01,3.56452601464184409e+03,2.24212855608505549e+02,1.10000000000000007e-03,3.88106756385175800e+00 
1.09285446577062206e+00,1.56940943928888792e+04,6.31668003739345731e-06,1.32867431689260074e-01,9.99996433648605354e-01,9.99987517029958251e-01,3.43863573941691629e+03,2.16290116504814250e+02,1.19999999999999989e-03,3.88106756385175800e+00 
1.09324257252700718e+00,1.51188831375649879e+04,6.55234740019683683e-06,1.32842777607997509e-01,9.99994630271147766e-01,9.99981064583628010e-01,3.31738303582857543e+03,2.08659239901675733e+02,1.29999999999999994e-03,3.88106756385175800e+00 
1.09363067928339230e+00,1.45605685244380129e+04,6.79876276087596890e-06,1.32861225580900272e-01,9.99995837386712716e-01,9.99985295255347406e-01,3.20059092514768281e+03,2.01309090716652946e+02,1.40000000000000020e-03,3.88106756385175800e+00 
1.09401878603977765e+00,1.40271781258498831e+04,7.05228106900787492e-06,1.32841264797891212e-01,9.99994325418691155e-01,9.99979803277735169e-01,3.08809481841382512e+03,1.94229307955889055e+02,1.50000000000000003e-03,3.88106756385175800e+00 
1.09440689279616277e+00,1.35103560730535355e+04,7.31686332729077269e-06,1.32855171732089050e-01,9.99995228916046641e-01,9.99982993709458867e-01,2.97973145274396848e+03,1.87409619159778657e+02,1.60000000000000008e-03,3.88106756385175800e+00 
1.09479499955254789e+00,1.30157660986586579e+04,7.58951330518471270e-06,1.32839132569319979e-01,9.99993958855987519e-01,9.99978309573925528e-01,2.87534812891051706e+03,1.80840412136226860e+02,1.69999999999999991e-03,3.88106756385175800e+00 
1.09518310630893301e+00,1.25372341619957515e+04,7.87361104665583721e-06,1.32849227329768227e-01,9.99994603168502083e-01,9.99980593578998489e-01,2.77479418252804589e+03,1.74512206820421710e+02,1.79999999999999995e-03,3.88106756385175800e+00 
1.09557121306531835e+00,1.20786358797995817e+04,8.16676290738948492e-06,1.32836396316346084e-01,9.99993530425610788e-01,9.99976575830555658e-01,2.67792797030800966e+03,1.68416087264064714e+02,1.90000000000000000e-03,3.88106756385175800e+00 
1.09595931982170347e+00,1.16354524247361569e+04,8.47182181878621268e-06,1.32843343471538228e-01,9.99993954785603156e-01,9.99978074052503163e-01,2.58461040071940761e+03,1.62543301329267678e+02,2.00000000000000004e-03,3.88106756385175800e+00 
1.09634742657808859e+00,1.12102339506726621e+04,8.78694225407570512e-06,1.32833075531646638e-01,9.99993039559619712e-01,9.99974592722311595e-01,2.49471011117355192e+03,1.56885580448092355e+02,2.10000000000000030e-03,3.88106756385175800e+00 
1.09673553333447371e+00,1.07996963731828037e+04,9.11451096750769992e-06,1.32837466789779785e-01,9.99993278160682952e-01,9.99975412511113548e-01,2.40809864294882527e+03,1.51434841318582045e+02,2.20000000000000013e-03,3.88106756385175800e+00 
1.09712364009085905e+00,1.04054292269333728e+04,9.45317061967461750e-06,1.32829191985110145e-01,9.99992485280654986e-01,9.99972349419069761e-01,2.32465419191731144e+03,1.46183417233805358e+02,2.29999999999999996e-03,3.88106756385175800e+00 
1.09751174684724417e+00,1.00250536930498201e+04,9.80490693708453812e-06,1.32831541119642543e-01,9.99992567504967123e-01,9.99972584878204063e-01,2.24425807175538148e+03,1.41123839639134957e+02,2.39999999999999979e-03,3.88106756385175800e+00 
1.09789985360362929e+00,9.65948055511167513e+03,1.01687883211598557e-05,1.32824767734621735e-01,9.99991866230031778e-01,9.99969833845489764e-01,2.16679736281869600e+03,1.36249001214594244e+02,2.50000000000000005e-03,3.88106756385175800e+00 
1.09828796036001441e+00,9.30698323132435326e+03,1.05464658985658819e-05,1.32825509072741349e-01,9.99991816931790622e-01,9.99969566079690564e-01,2.09216236454852969e+03,1.31551998698942384e+02,2.60000000000000031e-03,3.88106756385175800e+00 
1.09867606711639976e+00,8.96800670898580029e+03,1.09373717413656688e-05,1.32819823113583341e-01,9.99991180712619498e-01,9.99967032971705194e-01,2.02024841208856060e+03,1.27026244479505394e+02,2.70000000000000014e-03,3.88106756385175800e+00 
1.09906417387278488e+00,8.64128645626525395e+03,1.13428873125813009e-05,1.32819313390194205e-01,9.99991020548985921e-01,9.99966330548352378e-01,1.95095407204130584e+03,1.22665355408059781e+02,2.79999999999999997e-03,3.88106756385175800e+00 
1.09945228062917000e+00,8.32695868742761013e+03,1.17627492810187190e-05,1.32814374845611843e-01,9.99990426747833006e-01,9.99963933084287104e-01,1.88418234561838631e+03,1.18463226485570161e+02,2.89999999999999980e-03,3.88106756385175800e+00 
